acc_a	acc_b	class	genus_a	genus_b	n_bbh	aai	prot_dist
GCA_013328815.1	GCA_025960885.1	inter_genus	Tabrizicola	Microbacterium	563	42.9885	
GCA_000196115.1	GCA_043944905.1	inter_genus	Rhodopirellula	Antrihabitans	447	42.9837	
GCA_016481275.1	GCA_041537905.1	inter_genus	Antrihabitans	Ruegeria	662	42.9798	
GCA_002727185.1	GCA_011008935.1	inter_genus	Rhodopirellula	Tabrizicola	457	42.9786	
GCA_002727185.1	GCA_009827455.1	inter_genus	Rhodopirellula	Pontixanthobacter	436	42.9784	
GCA_001437435.1	GCA_003054265.1	inter_genus	Furfurilactobacillus	Kordia	251	42.9777	
GCA_019334345.1	GCA_025960885.1	inter_genus	Neohoeflea	Microbacterium	505	42.9766	
GCA_002727185.1	GCA_012972675.1	inter_genus	Rhodopirellula	Pontixanthobacter	438	42.9765	
GCA_009720525.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	594	42.9756	
GCA_003054265.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	451	42.9727	
GCA_000196115.1	GCA_034424525.1	inter_genus	Rhodopirellula	Sphingobium	546	42.9718	
GCA_012972675.1	GCA_020966775.1	inter_genus	Pontixanthobacter	Rhodopirellula	431	42.9689	
GCA_006861795.1	GCA_009720525.1	inter_genus	Psychrobacillus	Gimesia	515	42.9685	
GCA_007754425.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	425	42.9664	
GCA_006861795.1	GCA_007748195.1	inter_genus	Psychrobacillus	Gimesia	522	42.9659	
GCA_000181475.1	GCA_008704535.1	inter_genus	Gimesia	Streptomyces	528	42.9646	
GCA_000338295.1	GCA_034424525.1	inter_genus	Rhodopirellula	Sphingobium	556	42.9640	
GCA_002727185.1	GCA_016481275.1	inter_genus	Rhodopirellula	Antrihabitans	453	42.9609	
GCA_009827395.1	GCA_020966775.1	inter_genus	Pontixanthobacter	Rhodopirellula	427	42.9581	
GCA_007754425.1	GCA_016481275.1	inter_genus	Gimesia	Antrihabitans	477	42.9570	
GCA_000181475.1	GCA_006861795.1	inter_genus	Gimesia	Psychrobacillus	524	42.9559	
GCA_000338295.1	GCA_003574395.1	inter_genus	Rhodopirellula	Tabrizicola	471	42.9548	
GCA_000196115.1	GCA_011008935.1	inter_genus	Rhodopirellula	Tabrizicola	444	42.9529	
GCA_009601165.1	GCA_042650985.1	inter_genus	Alcanivorax	Epilithonimonas	435	42.9522	
GCA_000181475.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	538	42.9494	
GCA_001639725.1	GCA_042654505.1	inter_genus	Marinomonas	Epilithonimonas	466	42.9489	
GCA_001437435.1	GCA_025960885.1	inter_genus	Furfurilactobacillus	Microbacterium	323	42.9474	
GCA_008297975.1	GCA_041537905.1	inter_genus	Antrihabitans	Ruegeria	614	42.9469	
GCA_012972675.1	GCA_900100925.1	inter_genus	Pontixanthobacter	Actinopolyspora	442	42.9464	
GCA_009901525.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	385	42.9452	
GCA_003054265.1	GCA_007748195.1	inter_genus	Kordia	Gimesia	480	42.9442	
GCA_001005315.1	GCA_012972675.1	inter_genus	Kordia	Pontixanthobacter	421	42.9432	
GCA_007748195.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	418	42.9409	
GCA_000756655.1	GCA_004365655.1	inter_genus	Alcanivorax	Epilithonimonas	395	42.9390	
GCA_013409785.1	GCA_034424525.1	inter_genus	Microbacterium	Sphingobium	573	42.9379	
GCA_008297975.1	GCA_019334345.1	inter_genus	Antrihabitans	Neohoeflea	617	42.9337	
GCA_009720525.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	551	42.9334	
GCA_009601165.1	GCA_042654505.1	inter_genus	Alcanivorax	Epilithonimonas	413	42.9308	
GCA_003054265.1	GCA_009720525.1	inter_genus	Kordia	Gimesia	483	42.9290	
GCA_009827455.1	GCA_900100925.1	inter_genus	Pontixanthobacter	Actinopolyspora	459	42.9290	
GCA_002727185.1	GCA_009827395.1	inter_genus	Rhodopirellula	Pontixanthobacter	433	42.9286	
GCA_003054265.1	GCA_034424525.1	inter_genus	Kordia	Sphingobium	451	42.9286	
GCA_006861795.1	GCA_007754425.1	inter_genus	Psychrobacillus	Gimesia	526	42.9285	
GCA_000196115.1	GCA_030065535.1	inter_genus	Rhodopirellula	Microbacterium	375	42.9267	
GCA_008973485.1	GCA_009720525.1	inter_genus	Psychrobacillus	Gimesia	505	42.9261	
GCA_002727185.1	GCA_003574395.1	inter_genus	Rhodopirellula	Tabrizicola	478	42.9253	
GCA_002727185.1	GCA_006861795.1	inter_genus	Rhodopirellula	Psychrobacillus	457	42.9249	
GCA_002727185.1	GCA_030065535.1	inter_genus	Rhodopirellula	Microbacterium	381	42.9236	
GCA_003597125.1	GCA_042654505.1	inter_genus	Alcanivorax	Epilithonimonas	411	42.9219	
GCA_000338295.1	GCA_009827395.1	inter_genus	Rhodopirellula	Pontixanthobacter	424	42.9217	
GCA_000338295.1	GCA_900636385.1	inter_genus	Rhodopirellula	Staphylococcus	362	42.9174	
GCA_009827455.1	GCA_009901525.1	inter_genus	Pontixanthobacter	Kordia	430	42.9172	
GCA_000181475.1	GCA_016481275.1	inter_genus	Gimesia	Antrihabitans	470	42.9168	
GCA_014651475.1	GCA_020966775.1	inter_genus	Mesonia	Rhodopirellula	451	42.9162	
GCA_000154725.1	GCA_034424525.1	inter_genus	Kordia	Sphingobium	451	42.9162	
GCA_009828095.1	GCA_020966775.1	inter_genus	Pontixanthobacter	Rhodopirellula	439	42.9157	
GCA_000154725.1	GCA_000181475.1	inter_genus	Kordia	Gimesia	484	42.9140	
GCA_009720525.1	GCA_028610675.1	inter_genus	Gimesia	Alkalihalobacillus	576	42.9113	
GCA_001005315.1	GCA_009827455.1	inter_genus	Kordia	Pontixanthobacter	440	42.9109	
GCA_000292245.2	GCA_002727185.1	inter_genus	Alkalihalobacillus	Rhodopirellula	517	42.9070	
GCA_000009365.1	GCA_042650985.1	inter_genus	Alcanivorax	Epilithonimonas	406	42.9069	
GCA_000196115.1	GCA_009827395.1	inter_genus	Rhodopirellula	Pontixanthobacter	421	42.9038	
GCA_001005315.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	450	42.9024	
GCA_020966775.1	GCA_030065535.1	inter_genus	Rhodopirellula	Microbacterium	365	42.9019	
GCA_000181475.1	GCA_012932915.1	inter_genus	Gimesia	Antrihabitans	481	42.9019	
GCA_008704535.1	GCA_009827455.1	inter_genus	Streptomyces	Pontixanthobacter	516	42.8967	
GCA_019334345.1	GCA_043556415.1	inter_genus	Neohoeflea	Microbacterium	423	42.8908	
GCA_000181475.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	420	42.8893	
GCA_001437435.1	GCA_015999335.1	inter_genus	Furfurilactobacillus	Tabrizicola	298	42.8883	
GCA_013328815.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	404	42.8881	
GCA_019334345.1	GCA_030065535.1	inter_genus	Neohoeflea	Microbacterium	476	42.8863	
GCA_008704535.1	GCA_014651475.1	inter_genus	Streptomyces	Mesonia	401	42.8815	
GCA_007754425.1	GCA_012932915.1	inter_genus	Gimesia	Antrihabitans	486	42.8798	
GCA_000181475.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	537	42.8790	
GCA_002727185.1	GCA_047302405.1	inter_genus	Rhodopirellula	Alkalihalobacillus	530	42.8779	
GCA_013409785.1	GCA_019334345.1	inter_genus	Microbacterium	Neohoeflea	522	42.8751	
GCA_041537905.1	GCA_900100925.1	inter_genus	Ruegeria	Actinopolyspora	608	42.8750	
GCA_006861775.1	GCA_013409785.1	inter_genus	Psychrobacillus	Microbacterium	555	42.8692	
GCA_000181475.1	GCA_003054265.1	inter_genus	Gimesia	Kordia	480	42.8677	
GCA_000181475.1	GCA_900636385.1	inter_genus	Gimesia	Staphylococcus	389	42.8671	
GCA_000196115.1	GCA_003574395.1	inter_genus	Rhodopirellula	Tabrizicola	470	42.8668	
GCA_015999335.1	GCA_042654505.1	inter_genus	Tabrizicola	Epilithonimonas	421	42.8644	
GCA_000338295.1	GCA_009828095.1	inter_genus	Rhodopirellula	Pontixanthobacter	443	42.8641	
GCA_000154725.1	GCA_009720525.1	inter_genus	Kordia	Gimesia	479	42.8637	
GCA_013328815.1	GCA_043556415.1	inter_genus	Tabrizicola	Microbacterium	476	42.8590	
GCA_003054265.1	GCA_008704535.1	inter_genus	Kordia	Streptomyces	396	42.8558	
GCA_020966775.1	GCA_900636385.1	inter_genus	Rhodopirellula	Staphylococcus	362	42.8528	
GCA_009601165.1	GCA_900142325.1	inter_genus	Alcanivorax	Epilithonimonas	405	42.8504	
GCA_002727185.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	434	42.8479	
GCA_007754425.1	GCA_008704535.1	inter_genus	Gimesia	Streptomyces	525	42.8478	
GCA_000756655.1	GCA_043556415.1	inter_genus	Alcanivorax	Microbacterium	400	42.8468	
GCA_015999335.1	GCA_042650985.1	inter_genus	Tabrizicola	Epilithonimonas	413	42.8462	
GCA_016481275.1	GCA_020966775.1	inter_genus	Antrihabitans	Rhodopirellula	444	42.8462	
GCA_009720525.1	GCA_009901525.1	inter_genus	Gimesia	Kordia	489	42.8382	
GCA_009720525.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	430	42.8353	
GCA_007748195.1	GCA_012932915.1	inter_genus	Gimesia	Antrihabitans	472	42.8318	
GCA_008297975.1	GCA_020966775.1	inter_genus	Antrihabitans	Rhodopirellula	427	42.8314	
GCA_034424525.1	GCA_900636385.1	inter_genus	Sphingobium	Staphylococcus	402	42.8286	
GCA_009828095.1	GCA_043556415.1	inter_genus	Pontixanthobacter	Microbacterium	385	42.8275	
GCA_007748195.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	543	42.8258	
GCA_001005315.1	GCA_009827395.1	inter_genus	Kordia	Pontixanthobacter	430	42.8251	
GCA_000154725.1	GCA_000338295.1	inter_genus	Kordia	Rhodopirellula	463	42.8184	
GCA_034424525.1	GCA_043556415.1	inter_genus	Sphingobium	Microbacterium	494	42.8182	
GCA_000154725.1	GCA_007754425.1	inter_genus	Kordia	Gimesia	497	42.8145	
GCA_019334345.1	GCA_900636385.1	inter_genus	Neohoeflea	Staphylococcus	396	42.8116	
GCA_011008935.1	GCA_025960885.1	inter_genus	Tabrizicola	Microbacterium	539	42.8111	
GCA_000196115.1	GCA_003054265.1	inter_genus	Rhodopirellula	Kordia	460	42.8100	
GCA_009901525.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	395	42.8096	
GCA_001437435.1	GCA_009827395.1	inter_genus	Furfurilactobacillus	Pontixanthobacter	251	42.8096	
GCA_020966775.1	GCA_034424525.1	inter_genus	Rhodopirellula	Sphingobium	555	42.8079	
GCA_013328815.1	GCA_013409785.1	inter_genus	Tabrizicola	Microbacterium	550	42.8065	
GCA_000338295.1	GCA_003054265.1	inter_genus	Rhodopirellula	Kordia	461	42.8046	
GCA_000196115.1	GCA_008297975.1	inter_genus	Rhodopirellula	Antrihabitans	430	42.7984	
GCA_000196115.1	GCA_013409785.1	inter_genus	Rhodopirellula	Microbacterium	405	42.7975	
GCA_000196115.1	GCA_009828095.1	inter_genus	Rhodopirellula	Pontixanthobacter	446	42.7919	
GCA_008704535.1	GCA_041537905.1	inter_genus	Streptomyces	Ruegeria	686	42.7904	
GCA_009827395.1	GCA_009901525.1	inter_genus	Pontixanthobacter	Kordia	429	42.7897	
GCA_002727185.1	GCA_008297975.1	inter_genus	Rhodopirellula	Antrihabitans	441	42.7846	
GCA_000756655.1	GCA_042650985.1	inter_genus	Alcanivorax	Epilithonimonas	414	42.7754	
GCA_001437435.1	GCA_900100925.1	inter_genus	Furfurilactobacillus	Actinopolyspora	308	42.7750	
GCA_013328815.1	GCA_900142325.1	inter_genus	Tabrizicola	Epilithonimonas	410	42.7705	
GCA_002727185.1	GCA_009828095.1	inter_genus	Rhodopirellula	Pontixanthobacter	450	42.7704	
GCA_003574395.1	GCA_013409785.1	inter_genus	Tabrizicola	Microbacterium	517	42.7702	
GCA_007748195.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	486	42.7685	
GCA_001437435.1	GCA_041537905.1	inter_genus	Furfurilactobacillus	Ruegeria	288	42.7684	
GCA_009720525.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	538	42.7669	
GCA_011008935.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	388	42.7662	
GCA_001437435.1	GCA_009828095.1	inter_genus	Furfurilactobacillus	Pontixanthobacter	254	42.7657	
GCA_000338295.1	GCA_008297975.1	inter_genus	Rhodopirellula	Antrihabitans	422	42.7645	
GCA_004365655.1	GCA_009827395.1	inter_genus	Epilithonimonas	Pontixanthobacter	365	42.7608	
GCA_001437435.1	GCA_011008935.1	inter_genus	Furfurilactobacillus	Tabrizicola	289	42.7592	
GCA_000154725.1	GCA_008704535.1	inter_genus	Kordia	Streptomyces	416	42.7591	
GCA_009901525.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	447	42.7582	
GCA_007748195.1	GCA_008704535.1	inter_genus	Gimesia	Streptomyces	516	42.7581	
GCA_008297975.1	GCA_009720525.1	inter_genus	Antrihabitans	Gimesia	469	42.7580	
GCA_002727185.1	GCA_013409785.1	inter_genus	Rhodopirellula	Microbacterium	413	42.7569	
GCA_000338295.1	GCA_030065535.1	inter_genus	Rhodopirellula	Microbacterium	381	42.7549	
GCA_000181475.1	GCA_008297975.1	inter_genus	Gimesia	Antrihabitans	455	42.7538	
GCA_002727185.1	GCA_003054265.1	inter_genus	Rhodopirellula	Kordia	462	42.7481	
GCA_041537905.1	GCA_047302405.1	inter_genus	Ruegeria	Alkalihalobacillus	621	42.7480	
GCA_034424525.1	GCA_900100925.1	inter_genus	Sphingobium	Actinopolyspora	626	42.7470	
GCA_003054265.1	GCA_007754425.1	inter_genus	Kordia	Gimesia	495	42.7463	
GCA_004365655.1	GCA_013328815.1	inter_genus	Epilithonimonas	Tabrizicola	393	42.7445	
GCA_003574395.1	GCA_009720525.1	inter_genus	Tabrizicola	Gimesia	494	42.7403	
GCA_000338295.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	435	42.7377	
GCA_001437435.1	GCA_042654505.1	inter_genus	Furfurilactobacillus	Epilithonimonas	266	42.7361	
GCA_007754425.1	GCA_008297975.1	inter_genus	Gimesia	Antrihabitans	463	42.7335	
GCA_007748195.1	GCA_900636385.1	inter_genus	Gimesia	Staphylococcus	406	42.7320	
GCA_003574395.1	GCA_025960885.1	inter_genus	Tabrizicola	Microbacterium	519	42.7287	
GCA_009827395.1	GCA_042654505.1	inter_genus	Pontixanthobacter	Epilithonimonas	383	42.7272	
GCA_000154725.1	GCA_000196115.1	inter_genus	Kordia	Rhodopirellula	467	42.7233	
GCA_020966775.1	GCA_900142325.1	inter_genus	Rhodopirellula	Epilithonimonas	382	42.7228	
GCA_000756655.1	GCA_900142325.1	inter_genus	Alcanivorax	Epilithonimonas	398	42.7198	
GCA_000009365.1	GCA_042654505.1	inter_genus	Alcanivorax	Epilithonimonas	407	42.7189	
GCA_014651475.1	GCA_016481275.1	inter_genus	Mesonia	Antrihabitans	389	42.7172	
GCA_001005315.1	GCA_034424525.1	inter_genus	Kordia	Sphingobium	455	42.7165	
GCA_000338295.1	GCA_001437435.1	inter_genus	Rhodopirellula	Furfurilactobacillus	242	42.7149	
GCA_009901525.1	GCA_012972675.1	inter_genus	Kordia	Pontixanthobacter	429	42.7133	
GCA_008704535.1	GCA_042654505.1	inter_genus	Streptomyces	Epilithonimonas	419	42.7126	
GCA_007754425.1	GCA_900636385.1	inter_genus	Gimesia	Staphylococcus	397	42.7091	
GCA_009720525.1	GCA_042654505.1	inter_genus	Gimesia	Epilithonimonas	431	42.7067	
GCA_009828095.1	GCA_009901525.1	inter_genus	Pontixanthobacter	Kordia	433	42.6961	
GCA_002727185.1	GCA_900636385.1	inter_genus	Rhodopirellula	Staphylococcus	368	42.6940	
GCA_013409785.1	GCA_020966775.1	inter_genus	Microbacterium	Rhodopirellula	394	42.6906	
GCA_007748195.1	GCA_016481275.1	inter_genus	Gimesia	Antrihabitans	466	42.6785	
GCA_030065535.1	GCA_041537905.1	inter_genus	Microbacterium	Ruegeria	516	42.6785	
GCA_000196115.1	GCA_025960885.1	inter_genus	Rhodopirellula	Microbacterium	404	42.6767	
GCA_011008935.1	GCA_013409785.1	inter_genus	Tabrizicola	Microbacterium	526	42.6751	
GCA_000154725.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	457	42.6720	
GCA_013328815.1	GCA_042650985.1	inter_genus	Tabrizicola	Epilithonimonas	422	42.6680	
GCA_007754425.1	GCA_043944905.1	inter_genus	Gimesia	Antrihabitans	478	42.6665	
GCA_009720525.1	GCA_043944905.1	inter_genus	Gimesia	Antrihabitans	499	42.6645	
GCA_001437435.1	GCA_019334345.1	inter_genus	Furfurilactobacillus	Neohoeflea	284	42.6599	
GCA_009720525.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	483	42.6538	
GCA_000181475.1	GCA_009901525.1	inter_genus	Gimesia	Kordia	489	42.6517	
GCA_004365655.1	GCA_011008935.1	inter_genus	Epilithonimonas	Tabrizicola	377	42.6432	
GCA_000181475.1	GCA_043944905.1	inter_genus	Gimesia	Antrihabitans	481	42.6430	
GCA_000196115.1	GCA_900636385.1	inter_genus	Rhodopirellula	Staphylococcus	368	42.6424	
GCA_003574395.1	GCA_900142325.1	inter_genus	Tabrizicola	Epilithonimonas	391	42.6412	
GCA_011008935.1	GCA_900142325.1	inter_genus	Tabrizicola	Epilithonimonas	395	42.6403	
GCA_003574395.1	GCA_042654505.1	inter_genus	Tabrizicola	Epilithonimonas	407	42.6398	
GCA_014651475.1	GCA_043944905.1	inter_genus	Mesonia	Antrihabitans	387	42.6398	
GCA_041537905.1	GCA_900636385.1	inter_genus	Ruegeria	Staphylococcus	422	42.6382	
GCA_009720525.1	GCA_013409785.1	inter_genus	Gimesia	Microbacterium	416	42.6339	
GCA_000154725.1	GCA_002727185.1	inter_genus	Kordia	Rhodopirellula	473	42.6326	
GCA_000338295.1	GCA_001005315.1	inter_genus	Rhodopirellula	Kordia	467	42.6300	
GCA_008704535.1	GCA_900142325.1	inter_genus	Streptomyces	Epilithonimonas	410	42.6290	
GCA_020966775.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	434	42.6286	
GCA_009827395.1	GCA_900142325.1	inter_genus	Pontixanthobacter	Epilithonimonas	377	42.6273	
GCA_004365655.1	GCA_007754425.1	inter_genus	Epilithonimonas	Gimesia	398	42.6259	
GCA_007748195.1	GCA_008297975.1	inter_genus	Gimesia	Antrihabitans	446	42.6258	
GCA_003574395.1	GCA_042650985.1	inter_genus	Tabrizicola	Epilithonimonas	401	42.6217	
GCA_003574395.1	GCA_007748195.1	inter_genus	Tabrizicola	Gimesia	481	42.6214	
GCA_013409785.1	GCA_041537905.1	inter_genus	Microbacterium	Ruegeria	566	42.6196	
GCA_001437435.1	GCA_004365655.1	inter_genus	Furfurilactobacillus	Epilithonimonas	255	42.6165	
GCA_000181475.1	GCA_030065535.1	inter_genus	Gimesia	Microbacterium	371	42.6164	
GCA_013328815.1	GCA_042654505.1	inter_genus	Tabrizicola	Epilithonimonas	423	42.6139	
GCA_019334345.1	GCA_042654505.1	inter_genus	Neohoeflea	Epilithonimonas	400	42.6125	
GCA_034424525.1	GCA_900142325.1	inter_genus	Sphingobium	Epilithonimonas	471	42.6096	
GCA_000196115.1	GCA_001437435.1	inter_genus	Rhodopirellula	Furfurilactobacillus	250	42.6088	
GCA_007754425.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	545	42.6059	
GCA_009720525.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	491	42.6055	
GCA_007754425.1	GCA_042654505.1	inter_genus	Gimesia	Epilithonimonas	428	42.6051	
GCA_000181475.1	GCA_042654505.1	inter_genus	Gimesia	Epilithonimonas	427	42.6033	
GCA_009827395.1	GCA_042650985.1	inter_genus	Pontixanthobacter	Epilithonimonas	394	42.6018	
GCA_007754425.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	531	42.5938	
GCA_001437435.1	GCA_020966775.1	inter_genus	Furfurilactobacillus	Rhodopirellula	244	42.5902	
GCA_007754425.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	469	42.5812	
GCA_001005315.1	GCA_007748195.1	inter_genus	Kordia	Gimesia	494	42.5794	
GCA_003574395.1	GCA_004365655.1	inter_genus	Tabrizicola	Epilithonimonas	385	42.5779	
GCA_004365655.1	GCA_009828095.1	inter_genus	Epilithonimonas	Pontixanthobacter	370	42.5714	
GCA_000181475.1	GCA_004365655.1	inter_genus	Gimesia	Epilithonimonas	401	42.5683	
GCA_007748195.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	482	42.5668	
GCA_019334345.1	GCA_042650985.1	inter_genus	Neohoeflea	Epilithonimonas	394	42.5668	
GCA_000196115.1	GCA_001005315.1	inter_genus	Rhodopirellula	Kordia	464	42.5642	
GCA_000338295.1	GCA_025960885.1	inter_genus	Rhodopirellula	Microbacterium	413	42.5547	
GCA_000154725.1	GCA_043944905.1	inter_genus	Kordia	Antrihabitans	386	42.5508	
GCA_020966775.1	GCA_042650985.1	inter_genus	Rhodopirellula	Epilithonimonas	418	42.5467	
GCA_009827455.1	GCA_900142325.1	inter_genus	Pontixanthobacter	Epilithonimonas	366	42.5464	
GCA_009720525.1	GCA_900636385.1	inter_genus	Gimesia	Staphylococcus	398	42.5455	
GCA_000196115.1	GCA_009901525.1	inter_genus	Rhodopirellula	Kordia	464	42.5440	
GCA_007748195.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	506	42.5425	
GCA_001005315.1	GCA_001437435.1	inter_genus	Kordia	Furfurilactobacillus	256	42.5422	
GCA_000181475.1	GCA_900142325.1	inter_genus	Gimesia	Epilithonimonas	402	42.5413	
GCA_000196115.1	GCA_043556415.1	inter_genus	Rhodopirellula	Microbacterium	363	42.5402	
GCA_001437435.1	GCA_900142325.1	inter_genus	Furfurilactobacillus	Epilithonimonas	258	42.5388	
GCA_004365655.1	GCA_019334345.1	inter_genus	Epilithonimonas	Neohoeflea	368	42.5364	
GCA_003574395.1	GCA_007754425.1	inter_genus	Tabrizicola	Gimesia	490	42.5361	
GCA_004365655.1	GCA_009720525.1	inter_genus	Epilithonimonas	Gimesia	401	42.5344	
GCA_009828095.1	GCA_042650985.1	inter_genus	Pontixanthobacter	Epilithonimonas	415	42.5318	
GCA_000181475.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	504	42.5306	
GCA_041537905.1	GCA_043556415.1	inter_genus	Ruegeria	Microbacterium	451	42.5235	
GCA_009720525.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	484	42.5194	
GCA_000338295.1	GCA_900142325.1	inter_genus	Rhodopirellula	Epilithonimonas	401	42.5187	
GCA_020966775.1	GCA_042654505.1	inter_genus	Rhodopirellula	Epilithonimonas	402	42.5147	
GCA_020966775.1	GCA_043556415.1	inter_genus	Rhodopirellula	Microbacterium	357	42.5106	
GCA_000338295.1	GCA_009901525.1	inter_genus	Rhodopirellula	Kordia	476	42.5088	
GCA_000181475.1	GCA_003574395.1	inter_genus	Gimesia	Tabrizicola	491	42.5051	
GCA_000338295.1	GCA_042654505.1	inter_genus	Rhodopirellula	Epilithonimonas	411	42.5039	
GCA_007754425.1	GCA_013409785.1	inter_genus	Gimesia	Microbacterium	405	42.5017	
GCA_001005315.1	GCA_008704535.1	inter_genus	Kordia	Streptomyces	412	42.5010	
GCA_011008935.1	GCA_042650985.1	inter_genus	Tabrizicola	Epilithonimonas	401	42.5005	
GCA_001437435.1	GCA_009827455.1	inter_genus	Furfurilactobacillus	Pontixanthobacter	255	42.5004	
GCA_001005315.1	GCA_002727185.1	inter_genus	Kordia	Rhodopirellula	472	42.4985	
GCA_001437435.1	GCA_014651475.1	inter_genus	Furfurilactobacillus	Mesonia	262	42.4981	
GCA_009720525.1	GCA_030065535.1	inter_genus	Gimesia	Microbacterium	378	42.4976	
GCA_009720525.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	519	42.4892	
GCA_025960885.1	GCA_041537905.1	inter_genus	Microbacterium	Ruegeria	552	42.4828	
GCA_009720525.1	GCA_042650985.1	inter_genus	Gimesia	Epilithonimonas	442	42.4826	
GCA_007754425.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	488	42.4791	
GCA_007748195.1	GCA_043944905.1	inter_genus	Gimesia	Antrihabitans	464	42.4739	
GCA_007748195.1	GCA_009901525.1	inter_genus	Gimesia	Kordia	489	42.4718	
GCA_000181475.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	482	42.4658	
GCA_001437435.1	GCA_012972675.1	inter_genus	Furfurilactobacillus	Pontixanthobacter	257	42.4619	
GCA_020966775.1	GCA_025960885.1	inter_genus	Rhodopirellula	Microbacterium	412	42.4519	
GCA_008297975.1	GCA_014651475.1	inter_genus	Antrihabitans	Mesonia	377	42.4488	
GCA_000154725.1	GCA_012932915.1	inter_genus	Kordia	Antrihabitans	389	42.4481	
GCA_009827455.1	GCA_042650985.1	inter_genus	Pontixanthobacter	Epilithonimonas	399	42.4409	
GCA_004365655.1	GCA_012972675.1	inter_genus	Epilithonimonas	Pontixanthobacter	366	42.4407	
GCA_008704535.1	GCA_042650985.1	inter_genus	Streptomyces	Epilithonimonas	436	42.4388	
GCA_009720525.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	521	42.4376	
GCA_001437435.1	GCA_002727185.1	inter_genus	Furfurilactobacillus	Rhodopirellula	256	42.4348	
GCA_011008935.1	GCA_042654505.1	inter_genus	Tabrizicola	Epilithonimonas	403	42.4318	
GCA_000338295.1	GCA_043556415.1	inter_genus	Rhodopirellula	Microbacterium	362	42.4182	
GCA_012932915.1	GCA_900142325.1	inter_genus	Antrihabitans	Epilithonimonas	390	42.4154	
GCA_007754425.1	GCA_030065535.1	inter_genus	Gimesia	Microbacterium	367	42.4134	
GCA_009720525.1	GCA_043556415.1	inter_genus	Gimesia	Microbacterium	358	42.4128	
GCA_012972675.1	GCA_042650985.1	inter_genus	Pontixanthobacter	Epilithonimonas	397	42.4118	
GCA_009901525.1	GCA_012932915.1	inter_genus	Kordia	Antrihabitans	380	42.4079	
GCA_009828095.1	GCA_042654505.1	inter_genus	Pontixanthobacter	Epilithonimonas	404	42.4074	
GCA_004365655.1	GCA_009827455.1	inter_genus	Epilithonimonas	Pontixanthobacter	362	42.4052	
GCA_004365655.1	GCA_008704535.1	inter_genus	Epilithonimonas	Streptomyces	393	42.4031	
GCA_004365655.1	GCA_025960885.1	inter_genus	Epilithonimonas	Microbacterium	315	42.3987	
GCA_012972675.1	GCA_900142325.1	inter_genus	Pontixanthobacter	Epilithonimonas	373	42.3973	
GCA_002727185.1	GCA_043556415.1	inter_genus	Rhodopirellula	Microbacterium	365	42.3967	
GCA_014651475.1	GCA_030065535.1	inter_genus	Mesonia	Microbacterium	317	42.3934	
GCA_000196115.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	444	42.3932	
GCA_009827455.1	GCA_042654505.1	inter_genus	Pontixanthobacter	Epilithonimonas	383	42.3932	
GCA_000181475.1	GCA_001437435.1	inter_genus	Gimesia	Furfurilactobacillus	252	42.3929	
GCA_009720525.1	GCA_025960885.1	inter_genus	Gimesia	Microbacterium	391	42.3887	
