bin	source	completeness	contamination	donor	donor_species	nn_dist	nn_dist_acc	nn_dist_ok	nn_cont	nn_cont_acc	nn_cont_ok
GCA_014202815.1~c0.50~g0.20~far.fna	GCA_014202815.1	0.50	0.20	far	absent	0.250557	GCA_018304965.1	False	0.006550	GCA_018304965.1	False
GCA_014202815.1~c0.50~g0.20~near.fna	GCA_014202815.1	0.50	0.20	near	present	0.081921	GCA_009497155.1	True	0.212752	GCA_009497155.1	True
GCA_014202815.1~c0.30~g0.00~none.fna	GCA_014202815.1	0.30	0.00	none	present	0.291447	GCA_001584165.1	False	0.004604	GCA_001584165.1	False
GCA_014202815.1~c0.30~g0.00~none.fna	GCA_014202815.1	0.30	0.00	none	absent	0.291447	GCA_001584165.1	False	0.004604	GCA_001584165.1	False
GCA_014202815.1~c0.30~g0.10~far.fna	GCA_014202815.1	0.30	0.10	far	present	0.116057	GCA_003852705.1	False	0.111035	GCA_003852705.1	False
GCA_014202815.1~c0.30~g0.10~far.fna	GCA_014202815.1	0.30	0.10	far	absent	0.291447	GCA_018304965.1	False	0.004235	GCA_018304965.1	False
GCA_014202815.1~c0.30~g0.10~near.fna	GCA_014202815.1	0.30	0.10	near	present	0.137915	GCA_009497155.1	True	0.099064	GCA_009497155.1	True
GCA_014202815.1~c0.30~g0.20~far.fna	GCA_014202815.1	0.30	0.20	far	present	0.083818	GCA_003852705.1	False	0.203566	GCA_003852705.1	False
GCA_014202815.1~c0.30~g0.20~far.fna	GCA_014202815.1	0.30	0.20	far	absent	0.291447	GCA_018304965.1	False	0.003881	GCA_018304965.1	False
GCA_014202815.1~c0.30~g0.20~near.fna	GCA_014202815.1	0.30	0.20	near	present	0.096466	GCA_009497155.1	True	0.216502	GCA_009497155.1	True
GCA_014202815.1~c0.20~g0.00~none.fna	GCA_014202815.1	0.20	0.00	none	present	0.312952	GCA_000262525.1	False	0.004687	GCA_001584185.1	False
GCA_014202815.1~c0.20~g0.00~none.fna	GCA_014202815.1	0.20	0.00	none	absent	0.312952	GCA_000262525.1	False	0.004687	GCA_001584185.1	False
GCA_014202815.1~c0.20~g0.10~far.fna	GCA_014202815.1	0.20	0.10	far	present	0.127230	GCA_003852705.1	False	0.113157	GCA_003852705.1	False
GCA_014202815.1~c0.20~g0.10~far.fna	GCA_014202815.1	0.20	0.10	far	absent	0.260703	GCA_030409925.1	False	0.012077	GCA_030409925.1	False
GCA_014202815.1~c0.20~g0.10~near.fna	GCA_014202815.1	0.20	0.10	near	present	0.144959	GCA_009497155.1	True	0.113523	GCA_009497155.1	True
GCA_014202815.1~c0.20~g0.20~far.fna	GCA_014202815.1	0.20	0.20	far	present	0.092791	GCA_003852705.1	False	0.214073	GCA_003852705.1	False
GCA_014202815.1~c0.20~g0.20~far.fna	GCA_014202815.1	0.20	0.20	far	absent	0.306598	GCA_003687725.1	False	0.003852	GCA_001584185.1	False
GCA_014202815.1~c0.20~g0.20~near.fna	GCA_014202815.1	0.20	0.20	near	present	0.113918	GCA_009497155.1	True	0.200552	GCA_009497155.1	True
GCA_014202815.1~c0.10~g0.00~none.fna	GCA_014202815.1	0.10	0.00	none	present	0.328965	GCA_001584165.1	False	0.005220	GCA_001584165.1	False
GCA_014202815.1~c0.10~g0.00~none.fna	GCA_014202815.1	0.10	0.00	none	absent	0.328965	GCA_001584165.1	False	0.005220	GCA_001584165.1	False
GCA_014202815.1~c0.10~g0.10~far.fna	GCA_014202815.1	0.10	0.10	far	present	0.153528	GCA_003852705.1	False	0.109697	GCA_003852705.1	False
GCA_014202815.1~c0.10~g0.10~far.fna	GCA_014202815.1	0.10	0.10	far	absent	0.328965	GCA_001584165.1	False	0.004680	GCA_001584165.1	False
GCA_014202815.1~c0.10~g0.10~near.fna	GCA_014202815.1	0.10	0.10	near	present	0.166150	GCA_009497155.1	True	0.128489	GCA_009497155.1	True
GCA_014202815.1~c0.10~g0.20~far.fna	GCA_014202815.1	0.10	0.20	far	present	0.119475	GCA_003852705.1	False	0.206450	GCA_003852705.1	False
GCA_014202815.1~c0.10~g0.20~far.fna	GCA_014202815.1	0.10	0.20	far	absent	0.312952	GCA_042427575.1	False	0.003419	GCA_001584165.1	False
GCA_014202815.1~c0.10~g0.20~near.fna	GCA_014202815.1	0.10	0.20	near	present	0.135226	GCA_009497155.1	True	0.224718	GCA_009497155.1	True
GCA_042684965.1~c1.00~g0.00~none.fna	GCA_042684965.1	1.00	0.00	none	present	0.178173	GCA_009728145.1	True	0.023975	GCA_009728145.1	True
GCA_042684965.1~c1.00~g0.00~none.fna	GCA_042684965.1	1.00	0.00	none	absent	0.178173	GCA_009728145.1	True	0.023975	GCA_009728145.1	True
GCA_042684965.1~c1.00~g0.10~far.fna	GCA_042684965.1	1.00	0.10	far	present	0.113918	GCA_014193675.1	False	0.098439	GCA_014193675.1	False
GCA_042684965.1~c1.00~g0.10~far.fna	GCA_042684965.1	1.00	0.10	far	absent	0.179364	GCA_009728145.1	True	0.022164	GCA_009728145.1	True
GCA_042684965.1~c1.00~g0.10~near.fna	GCA_042684965.1	1.00	0.10	near	present	0.102704	GCA_900129485.1	True	0.102072	GCA_900129485.1	True
GCA_042684965.1~c1.00~g0.10~near.fna	GCA_042684965.1	1.00	0.10	near	absent	0.177782	GCA_009728145.1	True	0.022928	GCA_009728145.1	True
GCA_042684965.1~c1.00~g0.20~far.fna	GCA_042684965.1	1.00	0.20	far	present	0.076683	GCA_014193675.1	False	0.202597	GCA_014193675.1	False
GCA_042684965.1~c1.00~g0.20~far.fna	GCA_042684965.1	1.00	0.20	far	absent	0.181421	GCA_014193515.1	False	0.022209	GCA_014193515.1	False
GCA_042684965.1~c1.00~g0.20~near.fna	GCA_042684965.1	1.00	0.20	near	present	0.065827	GCA_900129485.1	True	0.210887	GCA_900129485.1	True
GCA_042684965.1~c1.00~g0.20~near.fna	GCA_042684965.1	1.00	0.20	near	absent	0.181843	GCA_009728145.1	True	0.019947	GCA_009728145.1	True
GCA_042684965.1~c0.90~g0.00~none.fna	GCA_042684965.1	0.90	0.00	none	present	0.182699	GCA_009728145.1	True	0.023018	GCA_009728145.1	True
GCA_042684965.1~c0.90~g0.00~none.fna	GCA_042684965.1	0.90	0.00	none	absent	0.182699	GCA_009728145.1	True	0.023018	GCA_009728145.1	True
GCA_042684965.1~c0.90~g0.10~far.fna	GCA_042684965.1	0.90	0.10	far	present	0.115365	GCA_014193675.1	False	0.101088	GCA_014193675.1	False
GCA_042684965.1~c0.90~g0.10~far.fna	GCA_042684965.1	0.90	0.10	far	absent	0.185827	GCA_009728145.1	True	0.020363	GCA_009728145.1	True
GCA_042684965.1~c0.90~g0.10~near.fna	GCA_042684965.1	0.90	0.10	near	present	0.101338	GCA_900129485.1	True	0.110084	GCA_900129485.1	True
GCA_042684965.1~c0.90~g0.10~near.fna	GCA_042684965.1	0.90	0.10	near	absent	0.185367	GCA_009728145.1	True	0.020589	GCA_009728145.1	True
GCA_042684965.1~c0.90~g0.20~far.fna	GCA_042684965.1	0.90	0.20	far	present	0.079194	GCA_014193675.1	False	0.202977	GCA_014193675.1	False
GCA_042684965.1~c0.90~g0.20~far.fna	GCA_042684965.1	0.90	0.20	far	absent	0.174771	GCA_014193515.1	False	0.026955	GCA_014193515.1	False
GCA_042684965.1~c0.90~g0.20~near.fna	GCA_042684965.1	0.90	0.20	near	present	0.069292	GCA_900129485.1	True	0.204886	GCA_900129485.1	True
GCA_042684965.1~c0.90~g0.20~near.fna	GCA_042684965.1	0.90	0.20	near	absent	0.187713	GCA_009728145.1	True	0.018512	GCA_009728145.1	True
GCA_042684965.1~c0.70~g0.00~none.fna	GCA_042684965.1	0.70	0.00	none	present	0.187713	GCA_009728145.1	True	0.023786	GCA_009728145.1	True
GCA_042684965.1~c0.70~g0.00~none.fna	GCA_042684965.1	0.70	0.00	none	absent	0.187713	GCA_009728145.1	True	0.023786	GCA_009728145.1	True
GCA_042684965.1~c0.70~g0.10~far.fna	GCA_042684965.1	0.70	0.10	far	present	0.122949	GCA_014193675.1	False	0.099834	GCA_014193675.1	False
GCA_042684965.1~c0.70~g0.10~far.fna	GCA_042684965.1	0.70	0.10	far	absent	0.188686	GCA_009728145.1	True	0.021900	GCA_009728145.1	True
GCA_042684965.1~c0.70~g0.10~near.fna	GCA_042684965.1	0.70	0.10	near	present	0.105968	GCA_900129485.1	True	0.112439	GCA_900129485.1	True
GCA_042684965.1~c0.70~g0.10~near.fna	GCA_042684965.1	0.70	0.10	near	absent	0.187713	GCA_009728145.1	True	0.022307	GCA_009728145.1	True
GCA_042684965.1~c0.70~g0.20~far.fna	GCA_042684965.1	0.70	0.20	far	present	0.085087	GCA_014193675.1	False	0.206041	GCA_014193675.1	False
GCA_042684965.1~c0.70~g0.20~far.fna	GCA_042684965.1	0.70	0.20	far	absent	0.178964	GCA_014193515.1	False	0.028318	GCA_014193515.1	False
GCA_042684965.1~c0.70~g0.20~near.fna	GCA_042684965.1	0.70	0.20	near	present	0.074034	GCA_900129485.1	True	0.207099	GCA_900129485.1	True
GCA_042684965.1~c0.70~g0.20~near.fna	GCA_042684965.1	0.70	0.20	near	absent	0.187235	GCA_009728145.1	True	0.021109	GCA_009728145.1	True
GCA_042684965.1~c0.50~g0.00~none.fna	GCA_042684965.1	0.50	0.00	none	present	0.193331	GCA_009728145.1	True	0.026131	GCA_009728145.1	True
GCA_042684965.1~c0.50~g0.00~none.fna	GCA_042684965.1	0.50	0.00	none	absent	0.193331	GCA_009728145.1	True	0.026131	GCA_009728145.1	True
GCA_042684965.1~c0.50~g0.10~far.fna	GCA_042684965.1	0.50	0.10	far	present	0.134767	GCA_014193675.1	False	0.096716	GCA_014193675.1	False
GCA_042684965.1~c0.50~g0.10~far.fna	GCA_042684965.1	0.50	0.10	far	absent	0.194429	GCA_009728145.1	True	0.023684	GCA_009728145.1	True
GCA_042684965.1~c0.50~g0.10~near.fna	GCA_042684965.1	0.50	0.10	near	present	0.119153	GCA_900129485.1	True	0.102928	GCA_900129485.1	True
GCA_042684965.1~c0.50~g0.10~near.fna	GCA_042684965.1	0.50	0.10	near	absent	0.193877	GCA_009728145.1	True	0.024019	GCA_009728145.1	True
GCA_042684965.1~c0.50~g0.20~far.fna	GCA_042684965.1	0.50	0.20	far	present	0.093665	GCA_014193675.1	False	0.211967	GCA_014193675.1	False
GCA_042684965.1~c0.50~g0.20~far.fna	GCA_042684965.1	0.50	0.20	far	absent	0.198488	GCA_009728145.1	True	0.021345	GCA_014193515.1	False
GCA_042684965.1~c0.50~g0.20~near.fna	GCA_042684965.1	0.50	0.20	near	present	0.081701	GCA_900129485.1	True	0.211420	GCA_900129485.1	True
GCA_042684965.1~c0.50~g0.20~near.fna	GCA_042684965.1	0.50	0.20	near	absent	0.197886	GCA_009728145.1	True	0.020554	GCA_009728145.1	True
GCA_042684965.1~c0.30~g0.00~none.fna	GCA_042684965.1	0.30	0.00	none	present	0.224525	GCA_009728145.1	True	0.019633	GCA_009728145.1	True
GCA_042684965.1~c0.30~g0.00~none.fna	GCA_042684965.1	0.30	0.00	none	absent	0.224525	GCA_009728145.1	True	0.019633	GCA_009728145.1	True
GCA_042684965.1~c0.30~g0.10~far.fna	GCA_042684965.1	0.30	0.10	far	present	0.144391	GCA_014193675.1	False	0.115563	GCA_014193675.1	False
GCA_042684965.1~c0.30~g0.10~far.fna	GCA_042684965.1	0.30	0.10	far	absent	0.226680	GCA_009728145.1	True	0.017189	GCA_009728145.1	True
GCA_042684965.1~c0.30~g0.10~near.fna	GCA_042684965.1	0.30	0.10	near	present	0.129469	GCA_900129485.1	True	0.116006	GCA_900129485.1	True
GCA_042684965.1~c0.30~g0.10~near.fna	GCA_042684965.1	0.30	0.10	near	absent	0.225590	GCA_009728145.1	True	0.017624	GCA_009728145.1	True
GCA_042684965.1~c0.30~g0.20~far.fna	GCA_042684965.1	0.30	0.20	far	present	0.109674	GCA_014193675.1	False	0.218229	GCA_014193675.1	False
GCA_042684965.1~c0.30~g0.20~far.fna	GCA_042684965.1	0.30	0.20	far	absent	0.194429	GCA_014193515.1	False	0.036182	GCA_014193515.1	False
GCA_042684965.1~c0.30~g0.20~near.fna	GCA_042684965.1	0.30	0.20	near	present	0.096028	GCA_900129485.1	True	0.216008	GCA_900129485.1	True
GCA_042684965.1~c0.30~g0.20~near.fna	GCA_042684965.1	0.30	0.20	near	absent	0.218593	GCA_009728145.1	True	0.018754	GCA_009728145.1	True
GCA_042684965.1~c0.20~g0.00~none.fna	GCA_042684965.1	0.20	0.00	none	present	0.235108	GCA_009728145.1	True	0.021844	GCA_009728145.1	True
GCA_042684965.1~c0.20~g0.00~none.fna	GCA_042684965.1	0.20	0.00	none	absent	0.235108	GCA_009728145.1	True	0.021844	GCA_009728145.1	True
GCA_042684965.1~c0.20~g0.10~far.fna	GCA_042684965.1	0.20	0.10	far	present	0.168318	GCA_014193675.1	False	0.098049	GCA_014193675.1	False
GCA_042684965.1~c0.20~g0.10~far.fna	GCA_042684965.1	0.20	0.10	far	absent	0.237820	GCA_009728145.1	True	0.018796	GCA_009728145.1	True
GCA_042684965.1~c0.20~g0.10~near.fna	GCA_042684965.1	0.20	0.10	near	present	0.146905	GCA_900129485.1	True	0.109383	GCA_900129485.1	True
GCA_042684965.1~c0.20~g0.10~near.fna	GCA_042684965.1	0.20	0.10	near	absent	0.231311	GCA_009728145.1	True	0.021533	GCA_009728145.1	True
GCA_042684965.1~c0.20~g0.20~far.fna	GCA_042684965.1	0.20	0.20	far	present	0.128932	GCA_014193675.1	False	0.200654	GCA_014193675.1	False
GCA_042684965.1~c0.20~g0.20~far.fna	GCA_042684965.1	0.20	0.20	far	absent	0.237820	GCA_009728145.1	True	0.016895	GCA_009728145.1	True
GCA_042684965.1~c0.20~g0.20~near.fna	GCA_042684965.1	0.20	0.20	near	present	0.113823	GCA_900129485.1	True	0.200800	GCA_900129485.1	True
GCA_042684965.1~c0.20~g0.20~near.fna	GCA_042684965.1	0.20	0.20	near	absent	0.237820	GCA_009728145.1	True	0.017155	GCA_009728145.1	True
GCA_042684965.1~c0.10~g0.00~none.fna	GCA_042684965.1	0.10	0.00	none	present	0.252420	GCA_009728145.1	True	0.027762	GCA_009728145.1	True
GCA_042684965.1~c0.10~g0.00~none.fna	GCA_042684965.1	0.10	0.00	none	absent	0.252420	GCA_009728145.1	True	0.027762	GCA_009728145.1	True
GCA_042684965.1~c0.10~g0.10~far.fna	GCA_042684965.1	0.10	0.10	far	present	0.197292	GCA_014193675.1	False	0.098159	GCA_014193675.1	False
GCA_042684965.1~c0.10~g0.10~far.fna	GCA_042684965.1	0.10	0.10	far	absent	0.252420	GCA_009728145.1	True	0.025018	GCA_009728145.1	True
GCA_042684965.1~c0.10~g0.10~near.fna	GCA_042684965.1	0.10	0.10	near	present	0.156865	GCA_900129485.1	True	0.152897	GCA_900129485.1	True
GCA_042684965.1~c0.10~g0.10~near.fna	GCA_042684965.1	0.10	0.10	near	absent	0.250557	GCA_009728145.1	True	0.025142	GCA_009728145.1	True
GCA_042684965.1~c0.10~g0.20~far.fna	GCA_042684965.1	0.10	0.20	far	present	0.151066	GCA_014193675.1	False	0.225765	GCA_014193675.1	False
GCA_042684965.1~c0.10~g0.20~far.fna	GCA_042684965.1	0.10	0.20	far	absent	0.237820	GCA_014193515.1	False	0.035783	GCA_014193515.1	False
GCA_042684965.1~c0.10~g0.20~near.fna	GCA_042684965.1	0.10	0.20	near	present	0.135844	GCA_900129485.1	True	0.223337	GCA_900129485.1	True
GCA_042684965.1~c0.10~g0.20~near.fna	GCA_042684965.1	0.10	0.20	near	absent	0.245371	GCA_009728145.1	True	0.026301	GCA_009728145.1	True
GCA_039581225.1~c1.00~g0.00~none.fna	GCA_039581225.1	1.00	0.00	none	present	0.034091	GCA_055550225.1	True	0.485233	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.00~none.fna	GCA_039581225.1	1.00	0.00	none	absent	0.034091	GCA_055550225.1	True	0.485233	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.10~far.fna	GCA_039581225.1	1.00	0.10	far	present	0.036867	GCA_055550225.1	True	0.434822	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.10~far.fna	GCA_039581225.1	1.00	0.10	far	absent	0.036867	GCA_055550225.1	True	0.434822	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.10~near.fna	GCA_039581225.1	1.00	0.10	near	present	0.036892	GCA_055550225.1	True	0.434503	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.10~near.fna	GCA_039581225.1	1.00	0.10	near	absent	0.036892	GCA_055550225.1	True	0.434503	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.20~far.fna	GCA_039581225.1	1.00	0.20	far	present	0.040296	GCA_055550225.1	True	0.383007	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.20~far.fna	GCA_039581225.1	1.00	0.20	far	absent	0.040296	GCA_055550225.1	True	0.383007	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.20~near.fna	GCA_039581225.1	1.00	0.20	near	present	0.040324	GCA_055550225.1	True	0.383165	GCA_055550225.1	True
GCA_039581225.1~c1.00~g0.20~near.fna	GCA_039581225.1	1.00	0.20	near	absent	0.040324	GCA_055550225.1	True	0.383165	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.00~none.fna	GCA_039581225.1	0.90	0.00	none	present	0.036758	GCA_055550225.1	True	0.483345	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.00~none.fna	GCA_039581225.1	0.90	0.00	none	absent	0.036758	GCA_055550225.1	True	0.483345	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.10~far.fna	GCA_039581225.1	0.90	0.10	far	present	0.039392	GCA_055550225.1	True	0.432730	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.10~far.fna	GCA_039581225.1	0.90	0.10	far	absent	0.039392	GCA_055550225.1	True	0.432730	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.10~near.fna	GCA_039581225.1	0.90	0.10	near	present	0.039392	GCA_055550225.1	True	0.433126	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.10~near.fna	GCA_039581225.1	0.90	0.10	near	absent	0.039392	GCA_055550225.1	True	0.433126	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.20~far.fna	GCA_039581225.1	0.90	0.20	far	present	0.042422	GCA_055550225.1	True	0.383823	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.20~far.fna	GCA_039581225.1	0.90	0.20	far	absent	0.042422	GCA_055550225.1	True	0.383823	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.20~near.fna	GCA_039581225.1	0.90	0.20	near	present	0.042510	GCA_055550225.1	True	0.382827	GCA_055550225.1	True
GCA_039581225.1~c0.90~g0.20~near.fna	GCA_039581225.1	0.90	0.20	near	absent	0.042510	GCA_055550225.1	True	0.382827	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.00~none.fna	GCA_039581225.1	0.70	0.00	none	present	0.044171	GCA_055550225.1	True	0.475984	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.00~none.fna	GCA_039581225.1	0.70	0.00	none	absent	0.044171	GCA_055550225.1	True	0.475984	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.10~far.fna	GCA_039581225.1	0.70	0.10	far	present	0.046301	GCA_055550225.1	True	0.427937	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.10~far.fna	GCA_039581225.1	0.70	0.10	far	absent	0.046301	GCA_055550225.1	True	0.427937	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.10~near.fna	GCA_039581225.1	0.70	0.10	near	present	0.046334	GCA_055550225.1	True	0.426840	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.10~near.fna	GCA_039581225.1	0.70	0.10	near	absent	0.046334	GCA_055550225.1	True	0.426840	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.20~far.fna	GCA_039581225.1	0.70	0.20	far	present	0.048422	GCA_055550225.1	True	0.383987	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.20~far.fna	GCA_039581225.1	0.70	0.20	far	absent	0.048422	GCA_055550225.1	True	0.383987	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.20~near.fna	GCA_039581225.1	0.70	0.20	near	present	0.048563	GCA_055550225.1	True	0.382292	GCA_055550225.1	True
GCA_039581225.1~c0.70~g0.20~near.fna	GCA_039581225.1	0.70	0.20	near	absent	0.048563	GCA_055550225.1	True	0.382292	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.00~none.fna	GCA_039581225.1	0.50	0.00	none	present	0.054719	GCA_055550225.1	True	0.470274	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.00~none.fna	GCA_039581225.1	0.50	0.00	none	absent	0.054719	GCA_055550225.1	True	0.470274	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.10~far.fna	GCA_039581225.1	0.50	0.10	far	present	0.056353	GCA_055550225.1	True	0.422977	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.10~far.fna	GCA_039581225.1	0.50	0.10	far	absent	0.056353	GCA_055550225.1	True	0.422977	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.10~near.fna	GCA_039581225.1	0.50	0.10	near	present	0.056442	GCA_055550225.1	True	0.420497	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.10~near.fna	GCA_039581225.1	0.50	0.10	near	absent	0.056442	GCA_055550225.1	True	0.420497	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.20~far.fna	GCA_039581225.1	0.50	0.20	far	present	0.058090	GCA_055550225.1	True	0.378397	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.20~far.fna	GCA_039581225.1	0.50	0.20	far	absent	0.058090	GCA_055550225.1	True	0.378397	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.20~near.fna	GCA_039581225.1	0.50	0.20	near	present	0.058208	GCA_055550225.1	True	0.377928	GCA_055550225.1	True
GCA_039581225.1~c0.50~g0.20~near.fna	GCA_039581225.1	0.50	0.20	near	absent	0.058208	GCA_055550225.1	True	0.377928	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.00~none.fna	GCA_039581225.1	0.30	0.00	none	present	0.074578	GCA_055550225.1	True	0.441228	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.00~none.fna	GCA_039581225.1	0.30	0.00	none	absent	0.074578	GCA_055550225.1	True	0.441228	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.10~far.fna	GCA_039581225.1	0.30	0.10	far	present	0.075654	GCA_055550225.1	True	0.394195	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.10~far.fna	GCA_039581225.1	0.30	0.10	far	absent	0.075654	GCA_055550225.1	True	0.394195	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.10~near.fna	GCA_039581225.1	0.30	0.10	near	present	0.075729	GCA_055550225.1	True	0.394396	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.10~near.fna	GCA_039581225.1	0.30	0.10	near	absent	0.075729	GCA_055550225.1	True	0.394396	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.20~far.fna	GCA_039581225.1	0.30	0.20	far	present	0.076993	GCA_055550225.1	True	0.354452	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.20~far.fna	GCA_039581225.1	0.30	0.20	far	absent	0.076993	GCA_055550225.1	True	0.354452	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.20~near.fna	GCA_039581225.1	0.30	0.20	near	present	0.076721	GCA_055550225.1	True	0.353149	GCA_055550225.1	True
GCA_039581225.1~c0.30~g0.20~near.fna	GCA_039581225.1	0.30	0.20	near	absent	0.076721	GCA_055550225.1	True	0.353149	GCA_055550225.1	True
GCA_039581225.1~c0.20~g0.00~none.fna	GCA_039581225.1	0.20	0.00	none	present	0.085712	GCA_014287465.1	True	0.488513	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.00~none.fna	GCA_039581225.1	0.20	0.00	none	absent	0.085712	GCA_014287465.1	True	0.488513	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.10~far.fna	GCA_039581225.1	0.20	0.10	far	present	0.086644	GCA_014287465.1	True	0.431493	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.10~far.fna	GCA_039581225.1	0.20	0.10	far	absent	0.086644	GCA_014287465.1	True	0.431493	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.10~near.fna	GCA_039581225.1	0.20	0.10	near	present	0.086595	GCA_014287465.1	True	0.428685	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.10~near.fna	GCA_039581225.1	0.20	0.10	near	absent	0.086595	GCA_014287465.1	True	0.428685	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.20~far.fna	GCA_039581225.1	0.20	0.20	far	present	0.087446	GCA_014287465.1	True	0.387735	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.20~far.fna	GCA_039581225.1	0.20	0.20	far	absent	0.087446	GCA_014287465.1	True	0.387735	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.20~near.fna	GCA_039581225.1	0.20	0.20	near	present	0.087547	GCA_014287465.1	True	0.389339	GCA_018310345.1	True
GCA_039581225.1~c0.20~g0.20~near.fna	GCA_039581225.1	0.20	0.20	near	absent	0.087547	GCA_014287465.1	True	0.389339	GCA_018310345.1	True
GCA_039581225.1~c0.10~g0.00~none.fna	GCA_039581225.1	0.10	0.00	none	present	0.121459	GCA_014287465.1	True	0.412259	GCA_055550225.1	True
GCA_039581225.1~c0.10~g0.00~none.fna	GCA_039581225.1	0.10	0.00	none	absent	0.121459	GCA_014287465.1	True	0.412259	GCA_055550225.1	True
GCA_039581225.1~c0.10~g0.10~far.fna	GCA_039581225.1	0.10	0.10	far	present	0.121912	GCA_014287465.1	True	0.366565	GCA_055550225.1	True
GCA_039581225.1~c0.10~g0.10~far.fna	GCA_039581225.1	0.10	0.10	far	absent	0.121912	GCA_014287465.1	True	0.366565	GCA_055550225.1	True
GCA_039581225.1~c0.10~g0.10~near.fna	GCA_039581225.1	0.10	0.10	near	present	0.121798	GCA_014287465.1	True	0.367451	GCA_055550225.1	True
GCA_039581225.1~c0.10~g0.10~near.fna	GCA_039581225.1	0.10	0.10	near	absent	0.121798	GCA_014287465.1	True	0.367451	GCA_055550225.1	True
