accession	taxid	organism	species_name	species_taxid	taxcheck	completeness	contamination	level	length	n_contigs	paired_gcf
GCA_002251835.1	2022802	Flavobacterium cyanobacteriorum	Flavobacterium cyanobacteriorum	2022802	OK	98.18	0.8	Scaffold	3238290	309	GCF_002251835.1
GCA_002287075.1	2032627	Fodinibius salipaludis	Fodinibius salipaludis	2032627	OK	98.28		Contig	3583276	39	GCF_002287075.1
GCA_002530675.1	1218111	Flavobacterium columnare NBRC 100251 = ATCC 23463	Flavobacterium columnare	996	OK	99.22	0.26	Scaffold	3116347	193	GCF_002530675.1
GCA_002846575.1	428988	Flavobacterium lindanitolerans	Flavobacterium lindanitolerans	428988	OK	99.22	0.31	Contig	3722747	15	GCF_002846575.1
GCA_002917885.1	1121886	Flavobacterium croceum DSM 17960	Flavobacterium croceum	370975	OK	98.59	0.67	Contig	2945400	93	GCF_002917885.1
GCA_003003155.1	280093	Flavobacterium granuli	Flavobacterium granuli	280093	OK	99.53	0.78	Contig	3799284	29	GCF_003003155.1
GCA_003055625.1	2162713	Flavobacterium magnum	Flavobacterium magnum	2162713	OK	98.38	1.11	Complete Genome	3464207	1	GCF_003055625.1
GCA_003076455.1	1355330	Flavobacterium faecale	Flavobacterium faecale	1355330	OK	98.28	0.6	Complete Genome	4621116	1	GCF_003076455.1
GCA_003076475.1	1678728	Flavobacterium kingsejongi	Flavobacterium kingsejongi	1678728	OK	98.59	0.47	Complete Genome	4224053	1	GCF_003076475.1
GCA_003097535.1	2172098	Flavobacterium pallidum	Flavobacterium pallidum	2172098	OK	98.64	0.78	Complete Genome	3552756	1	GCF_003097535.1
GCA_003097635.1	2169410	Flavobacterium psychrotolerans	Flavobacterium psychrotolerans	2169410	OK	98.28	0.62	Contig	3240564	54	GCF_003097635.1
GCA_003097655.1	2169409	Flavobacterium laiguense	Flavobacterium laiguense	2169409	OK	98.91	0.78	Contig	3966695	65	GCF_003097655.1
GCA_003122385.1	2183896	Flavobacterium crocinum	Flavobacterium crocinum	2183896	OK	99.53	1.35	Complete Genome	5877431	1	GCF_003122385.1
GCA_003148385.1	2201181	Flavobacterium sediminis	Flavobacterium sediminis	2201181	OK	91.32	0.47	Complete Genome	3441304	1	GCF_003148385.1
GCA_003202405.1	2211445	Flavobacterium hydrophilum	Flavobacterium hydrophilum	2211445	OK	99.53	0.31	Contig	5571628	35	GCF_003202405.1
GCA_003202435.1	2212651	Flavobacterium cheongpyeongense	Flavobacterium cheongpyeongense	2212651	OK	99.53	1.25	Contig	5223205	89	GCF_003202435.1
GCA_003254545.1	1685414	Flavobacterium tistrianum	Flavobacterium tistrianum	1685414	OK	99.53	0.47	Contig	5069654	73	GCF_003254545.1
GCA_003254565.1	1617283	Flavobacterium nitrogenifigens	Flavobacterium nitrogenifigens	1617283	OK	99.22	0.79	Contig	5436059	182	GCF_003254565.1
GCA_003254585.1	2211133	Flavobacterium sharifuzzamanii	Flavobacterium sharifuzzamanii	2211133	OK	99.22	0.16	Contig	5261779	42	GCF_003254585.1
GCA_003254625.1	687844	Flavobacterium ginsenosidimutans	Flavobacterium ginsenosidimutans	687844	OK	99.53	2.03	Contig	5483841	82	GCF_003254625.1
GCA_003268815.1	1353778	Flavobacterium lacus	Flavobacterium lacus	1353778	OK	99.53	0.47	Scaffold	3525384	38	GCF_003268815.1
GCA_003290445.1	2007306	Francisella adeliensis	Francisella adeliensis	2007306	OK	96.3	1.83	Complete Genome	2054094	1	GCF_003290445.1
GCA_003293845.1	2233533	Flavobacterium tibetense	Flavobacterium tibetense	2233533	OK	99.53		Scaffold	2737708	57	GCF_003293845.1
GCA_003312425.1	249351	Flavobacterium psychrolimnae	Flavobacterium psychrolimnae	249351	OK	98.91	0.16	Contig	3652041	23	GCF_003312425.1
GCA_003312915.1	2249356	Flavobacterium fluviale	Flavobacterium fluviale	2249356	OK	99.53	1.26	Complete Genome	4839571	1	GCF_003312915.1
GCA_003314435.2	2259594	Flavobacterium petrolei	Flavobacterium petrolei	2259594	OK	99.53	1.34	Contig	3738413	22	GCF_003314435.2
GCA_003337355.1	1416533	Fontibacillus phaseoli	Fontibacillus phaseoli	1416533	OK	99.07	0.53	Scaffold	5444741	34	GCF_003337355.1
GCA_003347135.1	2016517	Francisella opportunistica	Francisella opportunistica	2016517	OK	96.59	0.48	Complete Genome	1839233	1	GCF_003347135.1
GCA_003350545.1	386300	Flavobacterium glaciei	Flavobacterium glaciei	386300	OK	99.53	0.16	Scaffold	3143612	45	GCF_003350545.1
GCA_003385895.1	1265740	Flavobacterium cutihirudinis	Flavobacterium cutihirudinis	1265740	OK	99.53	0.62	Scaffold	4903770	16	GCF_003385895.1
GCA_003403075.1	2294119	Flavobacterium psychrotrophum	Flavobacterium psychrotrophum	2294119	OK	98.59	0.31	Complete Genome	4843008	1	GCF_003403075.1
GCA_003634455.1	1540163	Flavobacterium endophyticum	Flavobacterium endophyticum	1540163	OK	99.22	0.47	Scaffold	3745791	14	GCF_003634455.1
GCA_003634755.1	180441	Flavobacterium limicola	Flavobacterium limicola	180441	OK	99.53	0.94	Contig	3305187	12	GCF_003634755.1
GCA_003663835.1	428988	Flavobacterium lindanitolerans	Flavobacterium lindanitolerans	428988	OK	99.22	0.31	Scaffold	3721860	19	GCF_003663835.1
GCA_003688495.1	271156	Flavobacterium weaverense	Flavobacterium weaverense	271156	OK	99.22	0.16	Contig	3397857	15	GCF_003688495.1
GCA_003724155.1	2294115	Flexivirga caeni	Flexivirga caeni	2294115	OK	91.57	8.68	Contig	4144872	52	GCF_003724155.1
GCA_003814575.1	123824	Frederiksenia canicola	Frederiksenia canicola	123824	OK	97.73	0.48	Contig	2124926	10	GCF_003814575.1
GCA_003865365.1	2488993	Flavobacterium macacae	Flavobacterium macacae	2488993	OK	99.53	1.72	Scaffold	3368147	77	GCF_003865365.1
GCA_003946915.1	2488790	Flavobacterium ustbae	Flavobacterium ustbae	2488790	OK	99.38	1.25	Scaffold	4935907	59	GCF_003946915.1
GCA_003970355.1	2497483	Flavobacterium bomense	Flavobacterium bomense	2497483	OK	99.22	9.92	Scaffold	3820548	337	GCF_003970355.1
GCA_003996965.1	2133766	Flavobacterium cupreum	Flavobacterium cupreum	2133766	OK	99.22	1.33	Scaffold	5929114	282	GCF_003996965.1
GCA_004016525.1	1921138	Flavobacterium sufflavum	Flavobacterium sufflavum	1921138	OK	99.53	0.62	Contig	4331586	65	GCF_004016525.1
GCA_004028155.1	2502784	Flavobacterium cerinum	Flavobacterium cerinum	2502784	OK	99.21	0.81	Contig	4110170	31	GCF_004028155.1
GCA_004122105.1	2506421	Flavobacterium stagni	Flavobacterium stagni	2506421	OK	99.22	0.31	Contig	3179833	36	GCF_004122105.1
GCA_004122145.1	2506424	Flavobacterium piscinae	Flavobacterium piscinae	2506424	OK	99.22	0.47	Contig	3374625	62	GCF_004122145.1
GCA_004151275.2	1563479	Flavobacterium dauae	Flavobacterium dauae	1563479	OK	98.1	0.31	Complete Genome	2944828	1	GCF_004151275.2
GCA_004217445.1	1435465	Fluviicoccus keumensis	Fluviicoccus keumensis	1435465	OK	94.4	5.59	Scaffold	3682372	21	GCF_004217445.1
GCA_004295685.1	2493639	Fluviispira sanaruensis	Fluviispira sanaruensis	2493639	OK	91.07		Complete Genome	3668465	3	GCF_004295685.1
GCA_004329815.1	2529433	Flavobacterium silvisoli	Flavobacterium silvisoli	2529433	OK	98.98	1.09	Contig	2894048	39	GCF_004329815.1
GCA_004345565.1	2133765	Flavobacterium circumlabens	Flavobacterium circumlabens	2133765	OK	99.53	1.25	Scaffold	5756466	38	GCF_004345565.1
GCA_004345805.1	649753	Flavonifractor plautii DSM 6740	Flavonifractor plautii	292800	OK	98.14	3.8	Scaffold	4431208	69	GCF_004345805.1
GCA_004349085.1	2541732	Flavobacterium caseinilyticum	Flavobacterium caseinilyticum	2541732	OK	99.53	0.8	Contig	3838245	28	GCF_004349085.1
GCA_004349135.1	2541733	Flavobacterium sandaracinum	Flavobacterium sandaracinum	2541733	OK	99.53	2.08	Contig	4029235	65	GCF_004349135.1
GCA_004349145.1	2541734	Flavobacterium hiemivividum	Flavobacterium hiemivividum	2541734	OK	99.22	0.78	Contig	3745432	34	GCF_004349145.1
GCA_004349195.1	2541724	Flavobacterium rhamnosiphilum	Flavobacterium rhamnosiphilum	2541724	OK	99.22	0.62	Contig	3776925	37	GCF_004349195.1
GCA_004349315.1	2541725	Flavobacterium ranwuense	Flavobacterium ranwuense	2541725	OK	99.22	0.62	Contig	3735422	22	GCF_004349315.1
GCA_004349355.1	2541731	Flavobacterium cellulosilyticum	Flavobacterium cellulosilyticum	2541731	OK	97.89	1.16	Contig	4657187	36	GCF_004349355.1
GCA_004352915.1	2493631	Flavobacterium zhairuonense	Flavobacterium zhairuonense	2493631	OK	99.53	0.47	Contig	5245985	76	GCF_004352915.1
GCA_004355225.1	2547394	Flavobacterium nackdongense	Flavobacterium nackdongense	2547394	OK	97.89	1.67	Complete Genome	4217227	1	GCF_004355225.1
GCA_004362015.1	2301192	Flavobacterium chryseum	Flavobacterium chryseum	2301192	OK	99.53	0.16	Scaffold	5012586	43	GCF_004362015.1
GCA_004362665.1	706186	Flavobacterium dankookense	Flavobacterium dankookense	706186	OK	99.06	0.36	Scaffold	3211787	20	GCF_004362665.1
GCA_004363695.1	295428	Flavobacterium cheniae	Flavobacterium cheniae	295428	OK	99.53		Scaffold	2744241	24	GCF_004363695.1
GCA_004364155.1	1096341	Fonticella tunisiensis	Fonticella tunisiensis	1096341	OK	98.17	5.04	Scaffold	3103119	66	GCF_004364155.1
GCA_004369705.1	2133765	Flavobacterium circumlabens	Flavobacterium circumlabens	2133765	OK	99.53	6.74	Scaffold	6339403	1514	GCF_004369705.1
GCA_004634195.1	2545633	Flavobacterium salilacus subsp. salilacus	Flavobacterium salilacus	2898423	OK	99.01	0.31	Contig	3012773	17	GCF_004634195.1
GCA_004634245.1	2026681	Flavobacterium foetidum	Flavobacterium foetidum	2026681	OK	99.53	0.47	Contig	5107880	28	GCF_004634245.1
GCA_004745595.1	2562683	Flavobacterium humi	Flavobacterium humi	2562683	OK	99.22	0.16	Scaffold	3563867	17	GCF_004745595.1
GCA_004797125.1	2518177	Flavobacterium sangjuense	Flavobacterium sangjuense	2518177	OK	97.96	0.31	Complete Genome	3130338	1	GCF_004797125.1
GCA_004801375.1	2565924	Flavobacterium supellecticarium	Flavobacterium supellecticarium	2565924	OK	99.53	0.73	Contig	3856681	29	GCF_004801375.1
GCA_005869845.1	1920650	Fodinibius saliphilus	Fodinibius saliphilus	1920650	OK	100		Contig	3606883	11	GCF_005869845.1
GCA_006385255.1	2596891	Flavobacterium microcysteis	Flavobacterium microcysteis	2596891	OK	99.22	0.47	Contig	4056248	56	GCF_006385255.1
GCA_006491595.2	1544455	Flavobacterium jejuense	Flavobacterium jejuense	1544455	OK	99.53	0.64	Scaffold	4753655	75	GCF_006491595.2
GCA_006491645.1	1774945	Flavobacterium profundi	Flavobacterium profundi	1774945	OK	99.22	1.09	Scaffold	4013996	45	GCF_006491645.1
GCA_006539745.1	983	Flavobacterium flevense	Flavobacterium flevense	983	OK	99.22	0.48	Contig	4182207	131	GCF_006539745.1
GCA_006542395.2	2558361	Formicincola oecophyllae	Formicincola oecophyllae	2558361	OK	92.35		Complete Genome	1961668	3	GCF_006542395.2
GCA_006716585.1	55197	Flavobacterium branchiophilum	Flavobacterium branchiophilum	55197	OK	98.28	1.25	Contig	3789855	1	GCF_006716585.1
GCA_007097145.1	2593302	Flavobacterium zepuense	Flavobacterium zepuense	2593302	OK	99.36	0.51	Contig	4757687	41	GCF_007097145.1
GCA_007097245.1	2594428	Flavobacterium restrictum	Flavobacterium restrictum	2594428	OK	98.91	0.34	Scaffold	3746248	68	GCF_007097245.1
GCA_007097265.1	2594432	Flavobacterium gawalongense	Flavobacterium gawalongense	2594432	OK	98.91	1.09	Contig	4022612	86	GCF_007097265.1
GCA_007097365.1	2594430	Flavobacterium franklandianum	Flavobacterium franklandianum	2594430	OK	98.05	1.58	Scaffold	3825011	40	GCF_007097365.1
GCA_007197735.1	2594004	Formosa sediminum	Formosa sediminum	2594004	OK	99.84	0.82	Complete Genome	3934786	1	GCF_007197735.1
GCA_007341385.1	1393049	Flavobacterium daemonense	Flavobacterium daemonense	1393049	OK	99.22	0.55	Contig	4751077	33	GCF_007341385.1
GCA_007558725.1	2597671	Fluviicola chungangensis	Fluviicola chungangensis	2597671	OK	100	0.74	Scaffold	4271694	22	GCF_007558725.1
GCA_007830355.1	459471	Flavobacterium tiangeerense	Flavobacterium tiangeerense	459471	OK	99.22	0.62	Scaffold	3509691	29	GCF_007830355.1
GCA_007830385.1	1341154	Flavobacterium cauense R2A-7	Flavobacterium cauense	510946	OK	99.53	0.16	Scaffold	3084484	44	GCF_007830385.1
GCA_007830415.1	295428	Flavobacterium cheniae	Flavobacterium cheniae	295428	OK	99.53		Contig	2718361	25	GCF_007830415.1
GCA_007923265.1	2599927	Francisella salimarina	Francisella salimarina	2599927	Inconclusive	99.47	0.82	Scaffold	1983482	24	GCF_007923265.1
GCA_007989005.1	551990	Flavobacterium glycines	Flavobacterium glycines	551990	OK	99.53	0.89	Contig	3940326	19	GCF_007989005.1
GCA_007990815.1	1218110	Flavobacterium branchiophilum NBRC 15030 = ATCC 35035	Flavobacterium branchiophilum	55197	OK	98.28	1.25	Contig	3582795	194	GCF_007990815.1
GCA_007990835.1	1218111	Flavobacterium columnare NBRC 100251 = ATCC 23463	Flavobacterium columnare	996	OK	99.22	0.26	Contig	3040347	203	GCF_007990835.1
GCA_007992475.1	1128970	Flavobacterium noncentrifugens	Flavobacterium noncentrifugens	1128970	OK	99.22	0.57	Contig	4008106	51	GCF_007992475.1
GCA_007994155.1	386300	Flavobacterium glaciei	Flavobacterium glaciei	386300	OK	99.53	0.16	Scaffold	3144909	50	GCF_007994155.1
GCA_008084905.1	2592046	Formosa maritima	Formosa maritima	2592046	OK	99.35	0.16	Scaffold	3043232	76	GCF_008084905.1
GCA_008124865.1	860790	Fodinibius salinus	Fodinibius salinus	860790	OK	100		Contig	2861751	9	GCF_008124865.1
GCA_008369785.1	2249302	Francisella marina	Francisella marina	2249302	Inconclusive	99.29	0.64	Complete Genome	2062281	2	GCF_008369785.1
GCA_008806775.1	2026654	Flavobacterium luteum	Flavobacterium luteum	2026654	OK	97.55	0.94	Contig	3413843	41	GCF_008806775.1
GCA_009208585.1	2654512	Fluviispira multicolorata	Fluviispira multicolorata	2654512	OK	91.07		Scaffold	3389696	33	GCF_009208585.1
GCA_009363055.1	683124	Flavobacterium haoranii	Flavobacterium haoranii	683124	OK	92.14	1.41	Complete Genome	2871082	1	GCF_009363055.1
GCA_009650435.1	2608880	Foetidibacter luteolus	Foetidibacter luteolus	2608880	OK	99.07	2.2	Scaffold	7288627	117	GCF_009650435.1
GCA_009674815.1	443612	Flavobacterium resistens	Flavobacterium resistens	443612	OK	99.53	0.49	Contig	5019622	31	GCF_009674815.1
GCA_009696175.1	2606629	Floccifex porci	Floccifex porci	2606629	OK	98.22	1.2	Contig	2024886	44	GCF_009696175.1
GCA_009741375.1	1038845	Flavobacterium rakeshii	Flavobacterium rakeshii	1038845	OK	98.91	0.83	Contig	3896955	64	GCF_009741375.1
GCA_009753805.1	1774945	Flavobacterium profundi	Flavobacterium profundi	1774945	OK	99.22	1.09	Scaffold	4013996	45	GCF_009753805.1
GCA_009789235.1	2683249	Flavobacterium hydrocarbonoxydans	Flavobacterium hydrocarbonoxydans	2683249	OK	99.53	0.94	Contig	5047837	41	GCF_009789235.1
GCA_009823375.1	360196	Francisella noatunensis subsp. noatunensis	Francisella noatunensis	657445	OK	94.4	0.51	Contig	1840633	182	GCF_009823375.1
GCA_009909155.2	1932779	Flavobacterium undicola	Flavobacterium undicola	1932779	OK	98.91	0.47	Contig	4268163	90	GCF_009909155.2
GCA_009915155.1	2698827	Flavobacterium ichthyis	Flavobacterium ichthyis	2698827	OK	98.86	0.16	Contig	2860955	37	GCF_009915155.1
GCA_010119235.1	2697515	Flavobacterium phycosphaerae	Flavobacterium phycosphaerae	2697515	OK	92.81	0.78	Contig	3306594	2	GCF_010119235.1
GCA_010508875.1	292800	Flavonifractor plautii	Flavonifractor plautii	292800	OK	98.14	2.55	Complete Genome	3985392	1	GCF_010508875.1
GCA_010645065.1	1862387	Flavobacterium fluviatile	Flavobacterium fluviatile	1862387	OK	99.53	0.47	Contig	5114933	117	GCF_010645065.1
GCA_010645075.1	2045105	Flavobacterium limi	Flavobacterium limi	2045105	OK	99.22	0.47	Contig	5421373	28	GCF_010645075.1
GCA_010993745.1	2681555	Fodinicola acaciae	Fodinicola acaciae	2681555	OK	98.88	1.6	Contig	8860993	4	GCF_010993745.1
GCA_010993775.1	435914	Fodinicola feengrottensis	Fodinicola feengrottensis	435914	OK	52.16	0.28	Contig	8711677	107	GCF_010993775.1
GCA_011059105.1	1736908	Fodinibius halophilus	Fodinibius halophilus	1736908	OK	100		Contig	4192514	91	GCF_011059105.1
GCA_011305415.1	2813823	Flavobacterium bernardetii	Flavobacterium bernardetii	2813823	OK	98.18	0.02	Scaffold	3386502	44	GCF_011305415.1
GCA_011365745.1	2764718	Flavobacterium turcicum	Flavobacterium turcicum	2764718	OK	99.53	0.22	Scaffold	3397171	29	GCF_011365745.1
GCA_011392075.1	2709780	Flavobacterium celericrescens	Flavobacterium celericrescens	2709780	OK	99.22	0.16	Contig	2799677	38	GCF_011392075.1
GCA_011392115.1	2709659	Flavobacterium difficile	Flavobacterium difficile	2709659	OK	98.28	0.02	Contig	2955906	33	GCF_011392115.1
GCA_011392125.1	2709660	Flavobacterium lotistagni	Flavobacterium lotistagni	2709660	OK	97.97	0.98	Contig	3339930	51	GCF_011392125.1
GCA_011455495.1	123824	Frederiksenia canicola	Frederiksenia canicola	123824	OK	96.14	0.48	Complete Genome	2136304	1	GCF_011455495.1
GCA_011751075.1	2204302	Flavobacterium poyangense	Flavobacterium poyangense	2204302	OK	99.53	3.3	Scaffold	5813601	285	GCF_011751075.1
GCA_012911565.1	1852020	Flavobacterium silvaticum	Flavobacterium silvaticum	1852020	OK	99.21	0.96	Contig	3771472	108	GCF_012911565.1
GCA_012911605.1	1852019	Flavobacterium solisilvae	Flavobacterium solisilvae	1852019	OK	99.38	0.04	Contig	2988422	209	GCF_012911605.1
GCA_013002715.1	1656889	Flexivirga aerilata	Flexivirga aerilata	1656889	OK	96.57	11.71	Contig	4007297	6	GCF_013002715.1
GCA_013072765.1	2732161	Flavobacterium rivulicola	Flavobacterium rivulicola	2732161	OK	98.74	0.31	Contig	3134439	28	GCF_013072765.1
GCA_013294005.1	2735895	Flavobacterium gelidicaeli	Flavobacterium gelidicaeli	2735895	OK	99.22	0.47	Scaffold	4065971	42	GCF_013294005.1
GCA_013389455.1	2748320	Flavobacterium inviolabile	Flavobacterium inviolabile	2748320	OK	98.91	0.42	Complete Genome	3913347	1	GCF_013389455.1
GCA_014138385.1	670482	Fontibacillus panacisegetis	Fontibacillus panacisegetis	670482	OK	99.73	2.8	Scaffold	5539036	94	GCF_014138385.1
GCA_014138495.1	1646119	Flavobacterium gossypii	Flavobacterium gossypii	1646119	OK	99.22	0.47	Scaffold	3804645	11	GCF_014138495.1
GCA_014190805.1	1794944	Flexivirga oryzae	Flexivirga oryzae	1794944	OK	95.55	17.6	Contig	4991146	7	GCF_014190805.1
GCA_014281055.1	2763012	Fluviispira vulneris	Fluviispira vulneris	2763012	OK	91.07		Scaffold	3604777	10	GCF_014281055.1
GCA_014287875.1	2763047	Flintibacter faecis	Flintibacter faecis	2763047	OK	99.12		Contig	2849896	42	GCF_014287875.1
GCA_014287965.1	2763048	Flintibacter hominis	Flintibacter hominis	2763048	Inconclusive	99.12		Contig	2728146	34	GCF_014287965.1
GCA_014305095.1	2764714	Flavobacterium kayseriense	Flavobacterium kayseriense	2764714	OK	99.22	0.78	Scaffold	3580226	16	GCF_014305095.1
GCA_014305155.1	2764716	Flavobacterium muglaense	Flavobacterium muglaense	2764716	OK	98.91	0.7	Scaffold	4155704	127	GCF_014305155.1
GCA_014385425.1	428988	Flavobacterium lindanitolerans	Flavobacterium lindanitolerans	428988	OK	34.74	0.62	Contig	3759660	3	GCF_014385425.1
GCA_014385475.2	591204	Flavobacterium macrobrachii	Flavobacterium macrobrachii	591204	OK	99.06	0.36	Contig	3547200	509	GCF_014385475.1
GCA_014451095.1	2506424	Flavobacterium piscinae	Flavobacterium piscinae	2506424	OK	36.77	1.25	Contig	3440583	3	GCF_014451095.1
GCA_014486675.1	591204	Flavobacterium macrobrachii	Flavobacterium macrobrachii	591204	OK	99.06	0.36	Contig	3457206	236	GCF_014486675.1
GCA_014596575.1	1940408	Flavobacterium pokkalii	Flavobacterium pokkalii	1940408	OK	99.53	0.16	Contig	3894211	69	GCF_014596575.1
GCA_014638005.1	1756020	Flavobacterium orientale	Flavobacterium orientale	1756020	OK	99.53	0.31	Scaffold	3276474	59	GCF_014638005.1
GCA_014639535.1	1476463	Flavobacterium palustre	Flavobacterium palustre	1476463	OK	99.53	0.32	Contig	3974394	37	GCF_014639535.1
GCA_014640635.1	1849103	Flexivirga endophytica	Flexivirga endophytica	1849103	OK	95.78	16.59	Contig	4720532	13	GCF_014640635.1
GCA_014642915.1	1767027	Flavobacterium suaedae	Flavobacterium suaedae	1767027	OK	98.8	0.47	Contig	3179719	25	GCF_014642915.1
GCA_014644275.1	2047724	Franconibacter daqui	Franconibacter daqui	2047724	OK	99.31		Contig	4586288	19	GCF_014644275.1
GCA_014644395.1	2045105	Flavobacterium limi	Flavobacterium limi	2045105	OK	99.22	0.47	Scaffold	5415784	50	GCF_014644395.1
GCA_014652675.1	1384487	Formosimonas limnophila	Formosimonas limnophila	1384487	OK	92.11		Contig	2222058	55	GCF_014652675.1
GCA_014652735.1	1849103	Flexivirga endophytica	Flexivirga endophytica	1849103	OK	95.78	16.59	Scaffold	4718555	28	GCF_014652735.1
GCA_014748335.1	2722704	Flavobacterium selenitireducens	Flavobacterium selenitireducens	2722704	OK	98.58	0.68	Contig	3767005	37	GCF_014748335.1
GCA_015182285.1	2082725	Flavobacterium hungaricum	Flavobacterium hungaricum	2082725	OK	99.38	0.95	Contig	5872517	12	GCF_015182285.1
GCA_015223105.1	2911683	Flavobacterium proteolyticum	Flavobacterium proteolyticum	2911683	OK	99.53		Contig	2830228	18	GCF_015223105.1
GCA_016110345.1	1751046	Fluviibacter phosphoraccumulans	Fluviibacter phosphoraccumulans	1751046	OK	92.44	0.82	Complete Genome	2305339	2	GCF_016110345.1
GCA_016469335.1	2744479	Flocculibacter collagenilyticus	Flocculibacter collagenilyticus	2744479	OK	97.8	1.41	Complete Genome	3973578	1	GCF_016469335.1
GCA_016735615.1	2801336	Flavobacterium tagetis	Flavobacterium tagetis	2801336	OK	99.53	0.63	Scaffold	5109458	8	GCF_016735615.1
GCA_016786305.1	1836974	Frankia nepalensis	Frankia nepalensis	1836974	OK	98.08	1.87	Scaffold	10707582	728	GCF_016786305.1
GCA_017352115.1	2816357	Flavobacterium endoglycinae	Flavobacterium endoglycinae	2816357	OK	99.53	1.02	Complete Genome	5513159	1	GCF_017352115.1
