scenario	accession	genus	domain	neighbour	ani	af_min	class	same_genus
as_reported	GCA_039544915.1	Deinococcus	Bacteria	GCA_042661725.1	99.97	94.03	same_species	1
no_self_strain	GCA_039544915.1	Deinococcus	Bacteria	GCA_042661725.1	99.97	94.03	same_species	1
novel_species	GCA_039544915.1	Deinococcus	Bacteria	GCA_014648115.1	93.01	58.14	congeneric	1
as_reported	GCA_039544935.1	Deinococcus	Bacteria	GCA_039522025.1	91.77	51.85	congeneric	1
no_self_strain	GCA_039544935.1	Deinococcus	Bacteria	GCA_039522025.1	91.77	51.85	congeneric	1
novel_species	GCA_039544935.1	Deinococcus	Bacteria	GCA_039522025.1	91.77	51.85	congeneric	1
as_reported	GCA_039544955.1	Deinococcus	Bacteria	GCA_039522025.1	100.00	95.83	same_species	1
no_self_strain	GCA_039544955.1	Deinococcus	Bacteria	GCA_039522025.1	100.00	95.83	same_species	1
novel_species	GCA_039544955.1	Deinococcus	Bacteria	GCA_039544935.1	91.74	51.93	congeneric	1
as_reported	GCA_039545055.1	Deinococcus	Bacteria	GCA_000599865.1	86.61	28.63	congeneric	1
no_self_strain	GCA_039545055.1	Deinococcus	Bacteria	GCA_000599865.1	86.61	28.63	congeneric	1
novel_species	GCA_039545055.1	Deinococcus	Bacteria	GCA_000599865.1	86.61	28.63	congeneric	1
as_reported	GCA_039545075.1	Demequina	Bacteria	GCA_030296675.1	99.98	96.52	same_species	1
no_self_strain	GCA_039545075.1	Demequina	Bacteria	GCA_030296675.1	99.98	96.52	same_species	1
novel_species	GCA_039545075.1	Demequina	Bacteria	GCA_000971155.1	83.39	13.10	congeneric	1
as_reported	GCA_039545155.1	Deinococcus	Bacteria	GCA_014202095.1	96.33	67.03	same_species	1
no_self_strain	GCA_039545155.1	Deinococcus	Bacteria	GCA_014202095.1	96.33	67.03	same_species	1
novel_species	GCA_039545155.1	Deinococcus	Bacteria	GCA_039545055.1	85.34	24.95	congeneric	1
as_reported	GCA_040267515.1	Comamonas	Bacteria	GCA_900107225.1	100.00	98.87	same_species	1
no_self_strain	GCA_040267515.1	Comamonas	Bacteria	GCA_900107225.1	100.00	98.87	same_species	1
novel_species	GCA_040267515.1	Comamonas	Bacteria	GCA_001598795.1	95.31	73.07	congeneric	1
as_reported	GCA_041378895.1	Azonexus	Bacteria	GCA_003634965.1	81.81	7.05	congeneric	1
no_self_strain	GCA_041378895.1	Azonexus	Bacteria	GCA_003634965.1	81.81	7.05	congeneric	1
novel_species	GCA_041378895.1	Azonexus	Bacteria	GCA_003634965.1	81.81	7.05	congeneric	1
as_reported	GCA_041930245.1	Brucella	Bacteria	GCA_042653845.1	99.99	98.96	same_species	1
no_self_strain	GCA_041930245.1	Brucella	Bacteria	GCA_042653845.1	99.99	98.96	same_species	1
as_reported	GCA_042427565.1	Deinococcus	Bacteria	GCA_014875845.1	100.00	91.72	same_species	1
no_self_strain	GCA_042427565.1	Deinococcus	Bacteria	GCA_014875845.1	100.00	91.72	same_species	1
novel_species	GCA_042427565.1	Deinococcus	Bacteria	GCA_965136095.1	86.57	24.09	congeneric	1
as_reported	GCA_042428645.1	Dactylosporangium	Bacteria	GCA_025264725.1	100.00	99.59	same_species	1
no_self_strain	GCA_042428645.1	Dactylosporangium	Bacteria	GCA_025264725.1	100.00	99.59	same_species	1
novel_species	GCA_042428645.1	Dactylosporangium	Bacteria	GCA_042675045.1	83.71	10.14	congeneric	1
as_reported	GCA_042428735.1	Dactylosporangium	Bacteria	GCA_019904175.1	100.00	99.31	same_species	1
no_self_strain	GCA_042428735.1	Dactylosporangium	Bacteria	GCA_019904175.1	100.00	99.31	same_species	1
novel_species	GCA_042428735.1	Dactylosporangium	Bacteria	GCA_039537565.1	83.89	10.64	congeneric	1
as_reported	GCA_042430585.1	Dactylosporangium	Bacteria	GCA_014647515.1	99.99	99.38	same_species	1
no_self_strain	GCA_042430585.1	Dactylosporangium	Bacteria	GCA_014647515.1	99.99	99.38	same_species	1
novel_species	GCA_042430585.1	Dactylosporangium	Bacteria	GCA_025137375.1	85.23	17.56	congeneric	1
as_reported	GCA_042431605.1	Deinococcus	Bacteria	GCA_000378445.1	85.92	22.41	congeneric	1
no_self_strain	GCA_042431605.1	Deinococcus	Bacteria	GCA_000378445.1	85.92	22.41	congeneric	1
novel_species	GCA_042431605.1	Deinococcus	Bacteria	GCA_000378445.1	85.92	22.41	congeneric	1
as_reported	GCA_042433705.1	Cytobacillus	Bacteria	GCA_006704205.1	100.00	98.22	same_species	1
no_self_strain	GCA_042433705.1	Cytobacillus	Bacteria	GCA_006704205.1	100.00	98.22	same_species	1
novel_species	GCA_042433705.1	Cytobacillus	Bacteria	GCA_001439605.1	89.87	56.56	congeneric	1
as_reported	GCA_042434695.1	Deinococcus	Bacteria	GCA_014201885.1	100.00	96.69	same_species	1
no_self_strain	GCA_042434695.1	Deinococcus	Bacteria	GCA_014201885.1	100.00	96.69	same_species	1
novel_species	GCA_042434695.1	Deinococcus	Bacteria	GCA_030271215.1	85.10	13.65	congeneric	1
as_reported	GCA_042648385.1	Deinococcus	Bacteria	GCA_014640655.1	99.99	94.52	same_species	1
no_self_strain	GCA_042648385.1	Deinococcus	Bacteria	GCA_014640655.1	99.99	94.52	same_species	1
novel_species	GCA_042648385.1	Deinococcus	Bacteria	GCA_009834985.1	94.14	60.70	congeneric	1
as_reported	GCA_042648985.1	Deinococcus	Bacteria	GCA_042650045.1	100.00	93.51	same_species	1
no_self_strain	GCA_042648985.1	Deinococcus	Bacteria	GCA_042650045.1	100.00	93.51	same_species	1
novel_species	GCA_042648985.1	Deinococcus	Bacteria	GCA_042649445.1	83.71	19.20	congeneric	1
as_reported	GCA_042649355.1	Deinococcus	Bacteria	GCA_004634215.1	87.07	22.96	congeneric	1
no_self_strain	GCA_042649355.1	Deinococcus	Bacteria	GCA_004634215.1	87.07	22.96	congeneric	1
novel_species	GCA_042649355.1	Deinococcus	Bacteria	GCA_004634215.1	87.07	22.96	congeneric	1
as_reported	GCA_042649445.1	Deinococcus	Bacteria	GCA_042650045.1	83.86	18.71	congeneric	1
no_self_strain	GCA_042649445.1	Deinococcus	Bacteria	GCA_042650045.1	83.86	18.71	congeneric	1
novel_species	GCA_042649445.1	Deinococcus	Bacteria	GCA_042650045.1	83.86	18.71	congeneric	1
as_reported	GCA_042649545.1	Cytobacillus	Bacteria	GCA_030812975.1	100.00	99.86	same_species	1
no_self_strain	GCA_042649545.1	Cytobacillus	Bacteria	GCA_030812975.1	100.00	99.86	same_species	1
novel_species	GCA_042649545.1	Cytobacillus	Bacteria	GCA_014836495.1	92.55	72.57	congeneric	1
as_reported	GCA_042650045.1	Deinococcus	Bacteria	GCA_042648985.1	100.00	93.51	same_species	1
no_self_strain	GCA_042650045.1	Deinococcus	Bacteria	GCA_042648985.1	100.00	93.51	same_species	1
novel_species	GCA_042650045.1	Deinococcus	Bacteria	GCA_042649445.1	83.86	18.71	congeneric	1
as_reported	GCA_042652825.1	Desulfovibrio	Bacteria	GCA_004309735.1	99.98	99.72	same_species	1
no_self_strain	GCA_042652825.1	Desulfovibrio	Bacteria	GCA_004309735.1	99.98	99.72	same_species	1
as_reported	GCA_042653485.1	Comamonas	Bacteria	GCA_042682365.1	100.00	97.91	same_species	1
no_self_strain	GCA_042653485.1	Comamonas	Bacteria	GCA_042682365.1	100.00	97.91	same_species	1
novel_species	GCA_042653485.1	Comamonas	Bacteria	GCA_001571325.1	94.72	70.07	congeneric	1
as_reported	GCA_042653625.1	Dactylosporangium	Bacteria	GCA_016862795.1	94.60	60.86	congeneric	1
no_self_strain	GCA_042653625.1	Dactylosporangium	Bacteria	GCA_016862795.1	94.60	60.86	congeneric	1
novel_species	GCA_042653625.1	Dactylosporangium	Bacteria	GCA_016862795.1	94.60	60.86	congeneric	1
as_reported	GCA_042653845.1	Brucella	Bacteria	GCA_041930245.1	99.99	98.96	same_species	1
no_self_strain	GCA_042653845.1	Brucella	Bacteria	GCA_041930245.1	99.99	98.96	same_species	1
as_reported	GCA_042656085.1	Deinococcus	Bacteria	GCA_000252445.1	91.88	48.06	congeneric	1
no_self_strain	GCA_042656085.1	Deinococcus	Bacteria	GCA_000252445.1	91.88	48.06	congeneric	1
novel_species	GCA_042656085.1	Deinococcus	Bacteria	GCA_000252445.1	91.88	48.06	congeneric	1
as_reported	GCA_042656745.1	Cytobacillus	Bacteria	GCA_001636345.1	99.99	96.48	same_species	1
no_self_strain	GCA_042656745.1	Cytobacillus	Bacteria	GCA_001636345.1	99.99	96.48	same_species	1
novel_species	GCA_042656745.1	Cytobacillus	Bacteria	GCA_008923265.1	95.00	80.29	congeneric	1
as_reported	GCA_042656985.1	Deinococcus_C	Bacteria	GCA_007990775.1	100.00	99.74	same_species	1
no_self_strain	GCA_042656985.1	Deinococcus_C	Bacteria	GCA_007990775.1	100.00	99.74	same_species	1
novel_species	GCA_042656985.1	Deinococcus_C	Bacteria	GCA_014646895.1	82.78	12.19	congeneric	1
as_reported	GCA_042661285.1	Deinococcus	Bacteria	GCA_003966215.1	99.91	83.42	same_species	1
no_self_strain	GCA_042661285.1	Deinococcus	Bacteria	GCA_003966215.1	99.91	83.42	same_species	1
novel_species	GCA_042661285.1	Deinococcus	Bacteria	GCA_000190555.1	82.56	5.99	congeneric	1
as_reported	GCA_042661345.1	Deinococcus	Bacteria	GCA_014201625.1	99.96	89.77	same_species	1
no_self_strain	GCA_042661345.1	Deinococcus	Bacteria	GCA_014201625.1	99.96	89.77	same_species	1
novel_species	GCA_042661345.1	Deinococcus	Bacteria	GCA_014647055.1	87.05	30.00	congeneric	1
as_reported	GCA_042661365.1	Deinococcus	Bacteria	GCA_020166415.1	99.94	96.16	same_species	1
no_self_strain	GCA_042661365.1	Deinococcus	Bacteria	GCA_020166415.1	99.94	96.16	same_species	1
novel_species	GCA_042661365.1	Deinococcus	Bacteria	GCA_019693445.1	93.43	57.37	congeneric	1
as_reported	GCA_042661725.1	Deinococcus	Bacteria	GCA_039544915.1	99.97	94.03	same_species	1
no_self_strain	GCA_042661725.1	Deinococcus	Bacteria	GCA_039544915.1	99.97	94.03	same_species	1
novel_species	GCA_042661725.1	Deinococcus	Bacteria	GCA_014648115.1	93.00	57.74	congeneric	1
as_reported	GCA_042675045.1	Dactylosporangium	Bacteria	GCA_039537565.1	99.97	98.81	same_species	1
no_self_strain	GCA_042675045.1	Dactylosporangium	Bacteria	GCA_039537565.1	99.97	98.81	same_species	1
novel_species	GCA_042675045.1	Dactylosporangium	Bacteria	GCA_039532525.1	86.03	20.16	congeneric	1
as_reported	GCA_042681105.1	Deinococcus	Bacteria	GCA_014647655.1	99.89	89.49	same_species	1
no_self_strain	GCA_042681105.1	Deinococcus	Bacteria	GCA_014647655.1	99.89	89.49	same_species	1
novel_species	GCA_042681105.1	Deinococcus	Bacteria	GCA_000020685.1	84.75	23.49	congeneric	1
as_reported	GCA_042682365.1	Comamonas	Bacteria	GCA_042653485.1	100.00	97.91	same_species	1
no_self_strain	GCA_042682365.1	Comamonas	Bacteria	GCA_042653485.1	100.00	97.91	same_species	1
novel_species	GCA_042682365.1	Comamonas	Bacteria	GCA_001571325.1	94.71	70.93	congeneric	1
as_reported	GCA_042685025.1	Deinococcus	Bacteria	GCA_000478785.1	85.51	7.08	congeneric	1
no_self_strain	GCA_042685025.1	Deinococcus	Bacteria	GCA_000478785.1	85.51	7.08	congeneric	1
novel_species	GCA_042685025.1	Deinococcus	Bacteria	GCA_000478785.1	85.51	7.08	congeneric	1
as_reported	GCA_042865275.1	Cytobacillus	Bacteria	GCA_017874625.1	83.65	7.11	congeneric	1
no_self_strain	GCA_042865275.1	Cytobacillus	Bacteria	GCA_017874625.1	83.65	7.11	congeneric	1
novel_species	GCA_042865275.1	Cytobacillus	Bacteria	GCA_017874625.1	83.65	7.11	congeneric	1
as_reported	GCA_043506345.1	Dehalogenimonas	Bacteria	GCA_014672715.2	100.00	99.83	same_species	1
no_self_strain	GCA_043506345.1	Dehalogenimonas	Bacteria	GCA_014672715.2	100.00	99.83	same_species	1
novel_species	GCA_043506345.1	Dehalogenimonas	Bacteria	GCA_001953175.1	81.53	8.11	congeneric	1
as_reported	GCA_045062605.1	Deinococcus	Bacteria	GCA_000701405.1	90.64	48.72	congeneric	1
no_self_strain	GCA_045062605.1	Deinococcus	Bacteria	GCA_000701405.1	90.64	48.72	congeneric	1
novel_species	GCA_045062605.1	Deinococcus	Bacteria	GCA_000701405.1	90.64	48.72	congeneric	1
as_reported	GCA_045277105.1	Deinococcus	Bacteria	GCA_020546705.1	100.00	97.98	same_strain	1
no_self_strain	GCA_045277105.1	Deinococcus	Bacteria	GCA_965136095.1	99.99	98.46	same_species	1
novel_species	GCA_045277105.1	Deinococcus	Bacteria	GCA_000478785.1	87.43	28.95	congeneric	1
as_reported	GCA_045784255.1	Deinococcus	Bacteria	GCA_045784305.1	88.25	28.99	congeneric	1
no_self_strain	GCA_045784255.1	Deinococcus	Bacteria	GCA_045784305.1	88.25	28.99	congeneric	1
novel_species	GCA_045784255.1	Deinococcus	Bacteria	GCA_045784305.1	88.25	28.99	congeneric	1
as_reported	GCA_045784305.1	Deinococcus	Bacteria	GCA_045784255.1	88.25	28.99	congeneric	1
no_self_strain	GCA_045784305.1	Deinococcus	Bacteria	GCA_045784255.1	88.25	28.99	congeneric	1
novel_species	GCA_045784305.1	Deinococcus	Bacteria	GCA_045784255.1	88.25	28.99	congeneric	1
as_reported	GCA_045865545.1	Desulfovibrio	Bacteria	GCA_014202345.1	81.64	7.46	congeneric	1
no_self_strain	GCA_045865545.1	Desulfovibrio	Bacteria	GCA_014202345.1	81.64	7.46	congeneric	1
novel_species	GCA_045865545.1	Desulfovibrio	Bacteria	GCA_014202345.1	81.64	7.46	congeneric	1
as_reported	GCA_046115505.1	Dellaglioa	Bacteria	GCA_026948345.1	85.45	31.88	congeneric	1
no_self_strain	GCA_046115505.1	Dellaglioa	Bacteria	GCA_026948345.1	85.45	31.88	congeneric	1
novel_species	GCA_046115505.1	Dellaglioa	Bacteria	GCA_026948345.1	85.45	31.88	congeneric	1
as_reported	GCA_046203585.1	Desulfurella	Bacteria	GCA_002119425.1	100.00	99.96	same_species	1
no_self_strain	GCA_046203585.1	Desulfurella	Bacteria	GCA_002119425.1	100.00	99.96	same_species	1
novel_species	GCA_046203585.1	Desulfurella	Bacteria	GCA_900101285.1	80.87	8.38	congeneric	1
as_reported	GCA_047523805.1	Deinococcus	Bacteria	GCA_000478785.1	87.29	16.34	congeneric	1
no_self_strain	GCA_047523805.1	Deinococcus	Bacteria	GCA_000478785.1	87.29	16.34	congeneric	1
novel_species	GCA_047523805.1	Deinococcus	Bacteria	GCA_000478785.1	87.29	16.34	congeneric	1
as_reported	GCA_049472655.1	Deferribacter	Bacteria	GCA_008362905.1	86.07	31.72	congeneric	1
no_self_strain	GCA_049472655.1	Deferribacter	Bacteria	GCA_008362905.1	86.07	31.72	congeneric	1
novel_species	GCA_049472655.1	Deferribacter	Bacteria	GCA_008362905.1	86.07	31.72	congeneric	1
as_reported	GCA_049472675.1	Deferribacter	Bacteria	GCA_000010985.1	88.33	26.77	congeneric	1
no_self_strain	GCA_049472675.1	Deferribacter	Bacteria	GCA_000010985.1	88.33	26.77	congeneric	1
novel_species	GCA_049472675.1	Deferribacter	Bacteria	GCA_000010985.1	88.33	26.77	congeneric	1
as_reported	GCA_050341015.1	Deinococcus	Bacteria	GCA_045062605.1	90.38	47.42	congeneric	1
no_self_strain	GCA_050341015.1	Deinococcus	Bacteria	GCA_045062605.1	90.38	47.42	congeneric	1
novel_species	GCA_050341015.1	Deinococcus	Bacteria	GCA_045062605.1	90.38	47.42	congeneric	1
as_reported	GCA_052073645.1	Desulfothermobacter	Bacteria	GCA_003368535.1	86.74	11.00	inter_genus	0
no_self_strain	GCA_052073645.1	Desulfothermobacter	Bacteria	GCA_003368535.1	86.74	11.00	inter_genus	0
novel_species	GCA_052073645.1	Desulfothermobacter	Bacteria	GCA_003368535.1	86.74	11.00	inter_genus	0
as_reported	GCA_900100785.1	Desulfosporosinus	Bacteria	GCA_000231385.3	94.11	71.68	congeneric	1
no_self_strain	GCA_900100785.1	Desulfosporosinus	Bacteria	GCA_000231385.3	94.11	71.68	congeneric	1
novel_species	GCA_900100785.1	Desulfosporosinus	Bacteria	GCA_000231385.3	94.11	71.68	congeneric	1
as_reported	GCA_900101285.1	Desulfurella	Bacteria	GCA_002119425.1	80.87	8.38	congeneric	1
no_self_strain	GCA_900101285.1	Desulfurella	Bacteria	GCA_002119425.1	80.87	8.38	congeneric	1
novel_species	GCA_900101285.1	Desulfurella	Bacteria	GCA_002119425.1	80.87	8.38	congeneric	1
as_reported	GCA_900101345.1	Desulfoluna	Bacteria	GCA_900699765.1	87.15	40.60	congeneric	1
no_self_strain	GCA_900101345.1	Desulfoluna	Bacteria	GCA_900699765.1	87.15	40.60	congeneric	1
novel_species	GCA_900101345.1	Desulfoluna	Bacteria	GCA_900699765.1	87.15	40.60	congeneric	1
as_reported	GCA_900104455.1	Dendrosporobacter	Bacteria	GCA_013303165.1	99.98	99.52	same_species	1
no_self_strain	GCA_900104455.1	Dendrosporobacter	Bacteria	GCA_013303165.1	99.98	99.52	same_species	1
as_reported	GCA_900105645.1	Desulfobacula	Bacteria	GCA_000307105.1	97.35	75.67	same_species	1
no_self_strain	GCA_900105645.1	Desulfobacula	Bacteria	GCA_000307105.1	97.35	75.67	same_species	1
as_reported	GCA_900107225.1	Comamonas	Bacteria	GCA_040267515.1	100.00	98.87	same_species	1
no_self_strain	GCA_900107225.1	Comamonas	Bacteria	GCA_040267515.1	100.00	98.87	same_species	1
novel_species	GCA_900107225.1	Comamonas	Bacteria	GCA_016127415.1	95.54	74.15	congeneric	1
as_reported	GCA_900109245.1	Demequina	Bacteria	GCA_000759715.1	100.00	99.64	same_species	1
no_self_strain	GCA_900109245.1	Demequina	Bacteria	GCA_000759715.1	100.00	99.64	same_species	1
novel_species	GCA_900109245.1	Demequina	Bacteria	GCA_000971235.1	87.17	42.12	congeneric	1
as_reported	GCA_900110565.1	Denitrobacterium	Bacteria	GCA_001643775.1	99.99	97.80	same_species	1
no_self_strain	GCA_900110565.1	Denitrobacterium	Bacteria	GCA_001643775.1	99.99	97.80	same_species	1
as_reported	GCA_900113335.1	Desulfotruncus	Bacteria	GCA_000430885.1	84.35	16.21	congeneric	1
no_self_strain	GCA_900113335.1	Desulfotruncus	Bacteria	GCA_000430885.1	84.35	16.21	congeneric	1
novel_species	GCA_900113335.1	Desulfotruncus	Bacteria	GCA_000430885.1	84.35	16.21	congeneric	1
as_reported	GCA_900114115.1	Desulfomicrobium	Bacteria	GCA_014873765.1	93.94	68.61	congeneric	1
no_self_strain	GCA_900114115.1	Desulfomicrobium	Bacteria	GCA_014873765.1	93.94	68.61	congeneric	1
novel_species	GCA_900114115.1	Desulfomicrobium	Bacteria	GCA_014873765.1	93.94	68.61	congeneric	1
as_reported	GCA_900114595.1	Desulfomicrobium	Bacteria	GCA_014873765.1	98.49	80.03	same_species	1
no_self_strain	GCA_900114595.1	Desulfomicrobium	Bacteria	GCA_014873765.1	98.49	80.03	same_species	1
novel_species	GCA_900114595.1	Desulfomicrobium	Bacteria	GCA_900114115.1	93.86	72.42	congeneric	1
as_reported	GCA_900119565.1	Cytophaga	Bacteria	GCA_000014145.1	100.00	98.72	same_strain	1
no_self_strain	GCA_900119565.1	Cytophaga	Bacteria	GCA_000379725.1	81.03	5.94	congeneric	1
novel_species	GCA_900119565.1	Cytophaga	Bacteria	GCA_000379725.1	81.03	5.94	congeneric	1
as_reported	GCA_900129195.1	Desulfotomaculum	Bacteria	GCA_900129895.1	81.91	8.87	congeneric	1
no_self_strain	GCA_900129195.1	Desulfotomaculum	Bacteria	GCA_900129895.1	81.91	8.87	congeneric	1
novel_species	GCA_900129195.1	Desulfotomaculum	Bacteria	GCA_900129895.1	81.91	8.87	congeneric	1
as_reported	GCA_900129285.1	Desulfofundulus	Bacteria	GCA_000686645.1	97.41	75.10	same_species	1
no_self_strain	GCA_900129285.1	Desulfofundulus	Bacteria	GCA_000686645.1	97.41	75.10	same_species	1
novel_species	GCA_900129285.1	Desulfofundulus	Bacteria	GCA_000214705.1	86.26	21.27	congeneric	1
as_reported	GCA_900129305.1	Desulfacinum	Bacteria	GCA_900176285.1	82.07	12.63	congeneric	1
no_self_strain	GCA_900129305.1	Desulfacinum	Bacteria	GCA_900176285.1	82.07	12.63	congeneric	1
novel_species	GCA_900129305.1	Desulfacinum	Bacteria	GCA_900176285.1	82.07	12.63	congeneric	1
as_reported	GCA_900129895.1	Desulfotomaculum	Bacteria	GCA_000315365.1	99.98	96.83	same_strain	1
no_self_strain	GCA_900129895.1	Desulfotomaculum	Bacteria	GCA_900129195.1	81.91	8.87	congeneric	1
novel_species	GCA_900129895.1	Desulfotomaculum	Bacteria	GCA_900129195.1	81.91	8.87	congeneric	1
as_reported	GCA_900129935.1	Desulfosporosinus	Bacteria	GCA_020595055.1	94.14	59.28	congeneric	1
no_self_strain	GCA_900129935.1	Desulfosporosinus	Bacteria	GCA_020595055.1	94.14	59.28	congeneric	1
novel_species	GCA_900129935.1	Desulfosporosinus	Bacteria	GCA_020595055.1	94.14	59.28	congeneric	1
as_reported	GCA_900142025.1	Desulfofundulus	Bacteria	GCA_000214705.1	93.27	57.45	congeneric	1
no_self_strain	GCA_900142025.1	Desulfofundulus	Bacteria	GCA_000214705.1	93.27	57.45	congeneric	1
novel_species	GCA_900142025.1	Desulfofundulus	Bacteria	GCA_000214705.1	93.27	57.45	congeneric	1
as_reported	GCA_900142135.1	Desulfatibacillum	Bacteria	GCA_000429905.1	93.03	73.65	congeneric	1
no_self_strain	GCA_900142135.1	Desulfatibacillum	Bacteria	GCA_000429905.1	93.03	73.65	congeneric	1
novel_species	GCA_900142135.1	Desulfatibacillum	Bacteria	GCA_000429905.1	93.03	73.65	congeneric	1
as_reported	GCA_900143285.1	Desulfitobacterium	Bacteria	GCA_000379505.1	94.03	68.28	congeneric	1
no_self_strain	GCA_900143285.1	Desulfitobacterium	Bacteria	GCA_000379505.1	94.03	68.28	congeneric	1
novel_species	GCA_900143285.1	Desulfitobacterium	Bacteria	GCA_000379505.1	94.03	68.28	congeneric	1
as_reported	GCA_900167235.1	Desulfococcus	Bacteria	GCA_001854245.1	100.00	98.34	same_species	1
no_self_strain	GCA_900167235.1	Desulfococcus	Bacteria	GCA_001854245.1	100.00	98.34	same_species	1
as_reported	GCA_900176285.1	Desulfacinum	Bacteria	GCA_900129305.1	82.07	12.63	congeneric	1
no_self_strain	GCA_900176285.1	Desulfacinum	Bacteria	GCA_900129305.1	82.07	12.63	congeneric	1
novel_species	GCA_900176285.1	Desulfacinum	Bacteria	GCA_900129305.1	82.07	12.63	congeneric	1
as_reported	GCA_900187045.1	Dermatophilus	Bacteria	GCA_000429885.1	100.00	99.56	same_species	1
no_self_strain	GCA_900187045.1	Dermatophilus	Bacteria	GCA_000429885.1	100.00	99.56	same_species	1
as_reported	GCA_900199725.1	Cytobacillus	Bacteria	GCA_006704205.1	88.70	47.93	congeneric	1
no_self_strain	GCA_900199725.1	Cytobacillus	Bacteria	GCA_006704205.1	88.70	47.93	congeneric	1
novel_species	GCA_900199725.1	Cytobacillus	Bacteria	GCA_006704205.1	88.70	47.93	congeneric	1
as_reported	GCA_900447535.1	Dermacoccus	Bacteria	GCA_016766835.1	100.00	98.92	same_species	1
no_self_strain	GCA_900447535.1	Dermacoccus	Bacteria	GCA_016766835.1	100.00	98.92	same_species	1
novel_species	GCA_900447535.1	Dermacoccus	Bacteria	GCA_039529985.1	84.34	14.63	congeneric	1
as_reported	GCA_900699765.1	Desulfoluna	Bacteria	GCA_900101345.1	87.15	40.60	congeneric	1
no_self_strain	GCA_900699765.1	Desulfoluna	Bacteria	GCA_900101345.1	87.15	40.60	congeneric	1
